MGI.ID	MOUSE.ENTREZ.ID	MOUSE.GENE.NAME	HUMAN.ENTREZ.ID	HUMAN.GENE.NAME	RAT.ENTREZ.ID	RAT.GENE.NAME	psd	pres	syn
MGI:1920583	73333	Slc25a31	83447	SLC25A31	689108	Slc25a31	1	0	1
MGI:109338	110351	Rap1gap	5909	RAP1GAP	313644	Rap1gap	1	0	1
MGI:1916469	69219	Ddah1	23576	DDAH1	64157	Ddah1	1	1	1
MGI:98385	20739	Spta1	6708	SPTA1	289257	Spta1	1	1	1
MGI:2445094	233765	Plekha7	144100	PLEKHA7	499249	Plekha7	1	1	1
MGI:1929215	218035	Vps41	27072	VPS41	306991	Vps41	1	0	1
MGI:1914596	208846	Daam1	23002	DAAM1	314212	Daam1	1	0	1
MGI:1860603	54217	Rpl36	25873	RPL36	58927	Rpl36	1	0	1
MGI:1351861	28295	D10Jhu81e	8209	C21orf33	294326	Gatd3a	1	1	1
MGI:1891925	59013	Hnrnph1	3187	HNRNPH1	140931	Hnrnph1	1	0	1
MGI:88113	11944	Atp4a	495	ATP4A	24216	Atp4a	1	1	1
MGI:1921409	74159	Acbd5	91452	ACBD5	307170	Acbd5	1	0	1
MGI:102964	20818	Srprb	58477	SRPRB	300965	Srprb	1	0	1
MGI:94885	13346	Des	1674	DES	64362	Des	1	0	1
MGI:2389174	107065	Lrrtm2	26045	LRRTM2	685472	Lrrtm2	1	0	1
MGI:106321	105445	Dock9	23348	DOCK9	259237	Dock9	1	1	1
MGI:99555	238871	Pde4d	5144	PDE4D	24627	Pde4d	1	1	1
MGI:1345966	107684	Coro2a	7464	CORO2A	313235	Coro2a	1	0	1
MGI:1919418	72168	Aifm3	150209	AIFM3	303786	Aifm3	1	1	1
MGI:99602	11595	Acan	176	ACAN	58968	Acan	1	0	1
MGI:2143230	102693	Phldb1	23187	PHLDB1	171434	Phldb1	1	0	1
MGI:2443804	243043	Kctd8	386617	KCTD8	364148	Kctd8	1	0	1
MGI:2149021	208898	Unc13c	440279	UNC13C	286931	Unc13c	1	1	1
MGI:95893	14958	H1f0	3005	H1F0	24437	H1f0	1	0	1
MGI:97516	18555	Cdk16	5127	CDK16	81741	Cdk16	1	1	1
MGI:2149632	114641	Rpl31	6160	RPL31	64298	Rpl31	1	1	1
MGI:1926029	78779	Spata2l	124044	SPATA2L	498963	Spata2L	1	0	1
MGI:1920082	72832	Crtac1	55118	CRTAC1	171438	Crtac1	1	1	1
MGI:2677491	229949	Ak5	26289	AK5	365985	LOC365985	1	0	1
MGI:1923558	76308	Rab1b	81876	RAB1B	100126191	Rab1b	1	1	1
MGI:2385656	94180	Acsbg1	23205	ACSBG1	171410	Acsbg1	1	1	1
MGI:1917925	70675	Vcpip1	80124	VCPIP1	286761	Vcpip1	1	1	1
MGI:1913856	66606	Lrrc57	255252	LRRC57	311346	Lrrc57	1	1	1
MGI:1923484	99470	Magi3	260425	MAGI3	245903	Magi3	1	0	1
MGI:108511	17433	Mobp	4336	MOBP	25037	Mobp	1	1	1
MGI:1336192	19679	Pitpnm2	57605	PITPNM2	304474	Pitpnm2	1	1	1
MGI:1099832	21894	Tln1	7094	TLN1	313494	Tln1	1	0	1
MGI:1921075	73825	Ppp1r21	129285	PPP1R21	362697	Ppp1r21	1	1	1
MGI:1915076	67826	Snap47	116841	SNAP47	303183	Snap47	1	1	1
MGI:1923990	76740	Efr3a	23167	EFR3A	362923	Efr3a	1	0	1
MGI:96067	15194	Htt	3064	HTT	29424	Htt	1	1	1
MGI:2178103	192662	Arhgdia	396	ARHGDIA	360678	Arhgdia	1	1	1
MGI:1860604	54195	Gucy1b3	2983	GUCY1B3	25202	Gucy1b1	1	0	1
MGI:1332236	110911	Cds2	8760	CDS2	114101	Cds2	1	1	1
MGI:1913501	66251	Arfgap3	26286	ARFGAP3	503165	Arfgap3	1	0	1
MGI:87906	11465	Actg1	71	ACTG1	287876	Actg1	1	1	1
MGI:2442233	236915	Arhgef9	23229	ARHGEF9	66013	Arhgef9	1	0	1
MGI:1918006	238130	Dock4	9732	DOCK4	366608	Dock4	1	1	1
MGI:1330839	22343	Lin7c	55327	LIN7C	60442	Lin7c	1	1	1
MGI:1860188	54198	Snx3	8724	SNX3	684097	Snx3	1	1	1
MGI:3697726	58996	Arhgap23	57636	ARHGAP23	303501	Arhgap23	1	1	1
MGI:1918396	71146	Golga7b	401647	GOLGA7B	309378	Golga7b	1	0	1
MGI:1316687	17955	Nap1l4	4676	NAP1L4	361684	Nap1l4	1	1	1
MGI:2157910	170790	Mlc1	23209	MLC1	315215	Mlc1	1	0	1
MGI:1347076	26451	Rpl27a	6157	RPL27A	293418	Rpl27a	1	0	1
MGI:1100859	12337	Capn5	726	CAPN5	171495	Capn5	1	1	1
MGI:1933158	55980	Impa1	3612	IMPA1	83523	Impa1	1	1	1
MGI:104799	18611	Pea15a	8682	PEA15	364052	Pea15	1	1	1
MGI:108177	13211	Dhx9	1660	DHX9	304859	Dhx9	1	0	1
MGI:1351344	108073	Grm7	2917	GRM7	81672	Grm7	1	1	1
MGI:98117	20054	Rps15	6209	RPS15	29285	Rps15	1	0	1
MGI:99425	19326	Rab11b	9230	RAB11B	79434	Rab11b	1	1	1
MGI:1919599	72349	Dusp3	1845	DUSP3	498003	Dusp3	1	0	1
MGI:1915089	67839	Gpsm1	26086	GPSM1	246254	Gpsm1	1	1	1
MGI:104967	20340	Glg1	2734	GLG1	29476	Glg1	1	1	1
MGI:1915757	68507	Ppfia4	8497	PPFIA4	140592	Ppfia4	1	1	1
MGI:2442544	226414	Dars	1615	DARS	116483	Dars	1	0	1
MGI:1351636	27364	Srr	63826	SRR	303306	Srr	1	0	1
MGI:99673	224129	Adcy5	111	ADCY5	64532	Adcy5	1	1	1
MGI:1920428	73178	Wasl	8976	WASL	682507	Wasl	1	0	1
MGI:106612	17913	Myo1c	4641	MYO1C	65261	Myo1c	1	1	1
MGI:1926834	63828	Fn3k	64122	FN3K	498034	Fn3k	1	0	1
MGI:88263	12333	Capn1	823	CAPN1	29153	Capn1	1	0	1
MGI:108117	13726	Emd	2010	EMD	25437	Emd	1	1	1
MGI:1349919	104130	Ndufb11	54539	NDUFB11	299310	Ndufb11	1	1	1
MGI:1888994	57778	Fmnl1	752	FMNL1	287746	Fmnl1	1	0	1
MGI:1343262	21856	Timm44	10469	TIMM44	29635	Timm44	1	1	1
MGI:2384560	234734	Aars	16	AARS	292023	Aars	1	1	1
MGI:1346036	23988	Pin1	5300	PIN1	298696	Pin1	1	0	1
MGI:1346863	26414	Mapk10	5602	MAPK10	25272	Mapk10	1	1	1
MGI:2137300	73940	Hapln2	60484	HAPLN2	64057	Hapln2	1	0	1
MGI:96009	15107	Hadh	3033	HADH	113965	Hadh	1	1	1
MGI:1859652	53375	Mtx2	10651	MTX2	288150	Mtx2	1	1	1
MGI:894297	12757	Clta	1211	CLTA	83800	Clta	1	1	1
MGI:1321389	22319	Vamp3	9341	VAMP3	29528	Vamp3	1	1	1
MGI:1196345	52123	Agpat5	55326	AGPAT5	306582	Agpat5	1	1	1
MGI:1927596	64297	Gprc5b	51704	GPRC5B	293546	Gprc5b	1	1	1
MGI:2385848	192197	Bcas3	54828	BCAS3	363662	Bcas3	1	0	1
MGI:105047	19184	Psmc5	5705	PSMC5	81827	Psmc5	1	1	1
MGI:106092	110842	Etfa	2108	ETFA	300726	Etfa	1	1	1
MGI:1919586	381314	Iars2	55699	IARS2	364070	Iars2	1	0	1
MGI:2677061	269060	Dagla	747	DAGLA	309207	Dagla	1	0	1
MGI:1923691	76441	Daam2	23500	DAAM2	316201	Daam2	1	0	1
MGI:1339951	110750	Cse1l	1434	CSE1L	362273	Cse1l	1	0	1
MGI:1928395	56440	Snx1	6642	SNX1	84471	Snx1	1	1	1
MGI:2444672	228355	Madd	8567	MADD	94193	Madd	1	1	1
MGI:97502	18537	Pcmt1	5110	PCMT1	25604	Pcmt1	1	1	1
MGI:1917619	70369	Bag5	9529	BAG5	366734	Bag5	1	0	1
MGI:1313276	22317	Vamp1	6843	VAMP1	25624	Vamp1	1	1	1
MGI:1920040	381760	Ssbp1	6742	SSBP1	54304	Ssbp1	1	1	1
MGI:1345180	23936	Lynx1	66004	LYNX1	300018	Lynx1	1	1	1
MGI:1328355	22393	Wfs1	7466	WFS1	83725	Wfs1	1	1	1
MGI:1276121	12041	Bckdk	10295	BCKDK	29603	Bckdk	1	0	1
MGI:95791	14718	Got1	2805	GOT1	24401	Got1	1	1	1
MGI:1916865	104886	Rab15	376267	RAB15	299156	Rab15	1	1	1
MGI:98352	20656	Sod2	6648	SOD2	24787	Sod2	1	1	1
MGI:2441841	226751	Cdc42bpa	8476	CDC42BPA	114116	Cdc42bpa	1	1	1
MGI:1351869	216134	Pdxk	8566	PDXK	83578	Pdxk	1	1	1
MGI:1922832	227446	2310035C23Rik	57614	KIAA1468	309053	Relch	1	0	1
MGI:101839	19943	Rpl28	6158	RPL28	64638	Rpl28	1	1	1
MGI:1923760	76510	Trappc9	83696	TRAPPC9	315059	Trappc9	1	1	1
MGI:1330239	13480	Dpm1	8813	DPM1	296394	Dpm1	1	0	1
MGI:2179326	170719	Oxr1	55074	OXR1	117520	Oxr1	1	1	1
MGI:1194891	14733	Gpc1	2817	GPC1	58920	Gpc1	1	1	1
MGI:2385079	225887	Ndufs8	4728	NDUFS8	293652	Ndufs8	1	1	1
MGI:1929095	56041	Uso1	8615	USO1	56042	Uso1	1	1	1
MGI:1346869	26398	Map2k4	6416	MAP2K4	287398	Map2k4	1	0	1
MGI:1924074	76824	Mtfr1l	56181	MTFR1L	298549	Mtfr1l	1	1	1
MGI:109369	15441	Hp1bp3	50809	HP1BP3	313647	Hp1bp3	1	0	1
MGI:893579	20218	Khdrbs1	10657	KHDRBS1	117268	Khdrbs1	1	1	1
MGI:1337124	12764	Cmas	55907	CMAS	312826	Cmas	1	0	1
MGI:88516	12955	Cryab	1410	CRYAB	25420	Cryab	1	1	1
MGI:101919	11765	Ap1g1	164	AP1G1	171494	Ap1g1	1	1	1
MGI:1309526	20068	Rps17	6218	RPS17	29286	Rps17	1	0	1
MGI:104816	15388	Hnrnpl	3191	HNRNPL	80846	Hnrnpl	1	1	1
MGI:1328354	13384	Mpp3	4356	MPP3	114202	Mpp3	1	1	1
MGI:99476	193742	Abhd16a	7920	ABHD16A	361796	Abhd16a	1	1	1
MGI:2444579	241520	Fam171b	165215	FAM171B	499821	Fam171b	1	0	1
MGI:96231	15482	Hspa1l	3305	HSPA1L	24963	Hspa1l	1	1	1
MGI:109555	19181	Psmc2	5701	PSMC2	25581	Psmc2	1	1	1
MGI:102666	19060	Ppp5c	5536	PPP5C	65179	Ppp5c	1	1	1
MGI:109279	18115	Nnt	23530	NNT	310378	Nnt	1	1	1
MGI:102682	16897	Llgl1	3996	LLGL1	54265	Llgl1	1	0	1
MGI:2685817	329152	Hecw2	57520	HECW2	316395	Hecw2	1	0	1
MGI:1098296	12894	Cpt1a	1374	CPT1A	25757	Cpt1a	1	0	1
MGI:1346871	26400	Map2k7	5609	MAP2K7	363855	Map2k7	1	1	1
MGI:95911	14979	H2-Ke6	7923	HSD17B8	361802	Hsd17b8	1	0	1
MGI:1915755	68505	Vps51	738	VPS51	100361915	Vps51	1	0	1
MGI:1859251	53598	Dctn3	11258	DCTN3	362504	Dctn3	1	0	1
MGI:1923406	76156	Fam131b	9715	FAM131B	500102	Fam131b	1	1	1
MGI:1354723	50767	Pnpla6	10908	PNPLA6	360753	Pnpla6	1	1	1
MGI:2384308	236900	Pdk3	5165	PDK3	296849	Pdk3	1	0	1
MGI:1351352	108147	Atic	471	ATIC	81643	Atic	1	1	1
MGI:1915452	68202	Ndufa5	4698	NDUFA5	25488	Ndufa5	1	1	1
MGI:1913745	66495	Ndufb3	4709	NDUFB3	301427	Ndufb3	1	0	1
MGI:1914852	67602	Necap1	25977	NECAP1	312694	Necap1	1	1	1
MGI:1346867	26396	Map2k2	5605	MAP2K2	58960	Map2k2	1	1	1
MGI:1914963	67713	Dnajc19	131118	DNAJC19	502525	Dnajc19	1	0	1
MGI:1921392	74142	Lonp1	9361	LONP1	170916	Lonp1	1	1	1
MGI:1344370	68197	Ndufc2	4718	NDUFC2	293130	Ndufc2	1	1	1
MGI:2152211	117148	Necab2	54550	NECAB2	170928	Necab2	1	1	1
MGI:1913764	66514	Asrgl1	80150	ASRGL1	246307	Asrgl1	1	1	1
MGI:2660877	234889	Gucy1a2	2977	GUCY1A2	66012	Gucy1a2	1	0	1
MGI:1925756	78506	Micu3	286097	MICU3	364601	Micu3	1	0	1
MGI:2449088	260299	Cadm4	199731	CADM4	365216	Cadm4	1	1	1
MGI:1919267	72017	Cyb5r1	51706	CYB5R1	304805	Cyb5r1	1	1	1
MGI:2138993	99010	Lpcat4	254531	LPCAT4	296048	Lpcat4	1	0	1
MGI:92356	229663	Csde1	7812	CSDE1	117180	Csde1	1	0	1
MGI:2449057	353172	Gars	2617	GARS	297113	Gars	1	1	1
MGI:2139354	99371	Arfgef2	10564	ARFGEF2	296380	Arfgef2	1	0	1
MGI:1919449	72199	Mms19	64210	MMS19	171124	Mms19	1	0	1
MGI:1921241	73991	Atl1	51062	ATL1	362750	Atl1	1	1	1
MGI:106485	215707	Ccdc92	80212	CCDC92	100036765	Ccdc92	1	0	1
MGI:1316706	18041	Nfs1	9054	NFS1	84594	Nfs1	1	1	1
MGI:2444531	228850	Ralgapb	57148	RALGAPB	362257	Ralgapb	1	0	1
MGI:1914811	67561	Wdr48	57599	WDR48	363164	Wdr48	1	1	1
MGI:97830	19309	Pygm	5837	PYGM	24701	Pygm	1	1	1
MGI:1919205	71955	Ist1	9798	IST1	307833	Ist1	1	0	1
MGI:1934754	85305	Kars	3735	KARS	292028	Kars	1	0	1
MGI:102797	14081	Acsl1	2180	ACSL1	25288	Acsl1	1	1	1
MGI:95556	192176	Flna	2316	FLNA	293860	Flna	1	1	1
MGI:2145950	105782	Scrib	23513	SCRIB	362938	Scrib	1	1	1
MGI:1932576	83397	Akap12	9590	AKAP12	83425	Akap12	1	1	1
MGI:1923520	223601	Fam49b	51571	FAM49B	299909	Fam49b	1	1	1
MGI:99665	20981	Syt3	84258	SYT3	25731	Syt3	1	1	1
MGI:1915919	381921	Taok2	9344	TAOK2	64666	Taok2	1	0	1
MGI:894644	12296	Cacnb2	783	CACNB2	116600	Cacnb2	1	0	1
MGI:2183683	215690	Nav1	89796	NAV1	685707	Nav1	1	0	1
MGI:103575	21402	Skp1a	6500	SKP1	287280	Skp1	1	1	1
MGI:102548	22084	Tsc2	7249	TSC2	24855	Tsc2	1	0	1
MGI:2143333	208194	Exog	9941	EXOG	301062	Exog	1	1	1
MGI:88547	13000	Csnk2a2	1459	CSNK2A2	307641	Csnk2a2	1	1	1
MGI:1340806	11545	Parp1	142	PARP1	25591	Parp1	1	0	1
MGI:2442582	319713	Ablim3	22885	ABLIM3	307395	Ablim3	1	0	1
MGI:1333753	18571	Pdcd6ip	10015	PDCD6IP	501083	Pdcd6ip	1	1	1
MGI:97297	17999	Nedd4	4734	NEDD4	25489	Nedd4	1	1	1
MGI:97759	19085	Prkar1b	5575	PRKAR1B	25521	Prkar1b	1	1	1
MGI:1341044	21681	Alyref	10189	ALYREF	690585	Alyref	1	1	1
MGI:1351486	27096	Trappc3	27095	TRAPPC3	362599	Trappc3	1	1	1
MGI:1915467	53761	Prrc2a	7916	PRRC2A	294250	Prrc2a	1	0	1
MGI:2136419	237868	Sarm1	23098	SARM1	287545	Sarm1	1	0	1
MGI:1925544	78294	Rps27a	6233	RPS27A	81777	Rps27a-ps1	1	1	1
MGI:1203522	14924	Magi1	9223	MAGI1	500261	Magi1	1	1	1
MGI:99845	14569	Gdi2	2665	GDI2	29662	Gdi2	1	1	1
MGI:3039582	381983	Lmtk3	114783	LMTK3	691056	Lmtk3	1	0	1
MGI:96661	16492	Kcna4	3739	KCNA4	25469	Kcna4	1	0	1
MGI:3609245	208151	Tmem132b	114795	TMEM132B	304458	Tmem132b	1	0	1
MGI:1921633	74383	Ubap2l	9898	UBAP2L	361984	Ubap2l	1	0	1
MGI:2673000	360213	Trim46	80128	TRIM46	310641	Trim46	1	0	1
MGI:1202384	13194	Ddb1	1642	DDB1	64470	Ddb1	1	0	1
MGI:1923321	76071	Jakmip1	152789	JAKMIP1	305434	Jakmip1	1	1	1
MGI:1194504	16513	Kcnj10	3766	KCNJ10	29718	Kcnj10	1	1	1
MGI:1100520	19230	Twf1	5756	TWF1	315265	Twf1	1	1	1
MGI:1349392	26914	H2afy	9555	H2AFY	29384	Macroh2a1	1	0	1
MGI:95564	14265	Fmr1	2332	FMR1	24948	Fmr1	1	0	1
MGI:95481	14083	Ptk2	5747	PTK2	25614	Ptk2	1	0	1
MGI:109564	16572	Kif5a	3798	KIF5A	314906	Kif5a	1	1	1
MGI:107427	15572	Elavl4	1996	ELAVL4	432358	Elavl4	1	0	1
MGI:107418	19276	Ptprn2	5799	PTPRN2	29714	Ptprn2	1	1	1
MGI:1353633	233908	Fus	2521	FUS	317385	Fus	1	1	1
MGI:2443554	320191	Hook3	84376	HOOK3	306548	Hook3	1	0	1
MGI:1917870	70620	Ube2v2	7336	UBE2V2	287927	Ube2v2	1	1	1
MGI:1924879	77629	Sphkap	80309	SPHKAP	316561	Sphkap	1	1	1
MGI:1919746	218811	Sec24c	9632	SEC24C	685144	Sec24c	1	0	1
MGI:97887	19684	Rdx	5962	RDX	315655	Rdx	1	1	1
MGI:1929092	56275	Rbm14	10432	RBM14	170900	Rbm14	1	0	1
MGI:1096362	18190	Nrxn2	9379	NRXN2	116595	Nrxn2	1	1	1
MGI:1922857	75607	Wnk2	65268	WNK2	306811	Wnk2	1	0	1
MGI:2446163	218236	Fam120a	23196	FAM120A	291019	Fam120a	1	0	1
MGI:95301	13669	Eif3a	8661	EIF3A	292148	Eif3a	1	0	1
MGI:105938	19344	Rab5b	5869	RAB5B	288779	Rab5b	1	1	1
MGI:1917706	70456	Mpc2	25874	MPC2	100359982	Mpc2	1	1	1
MGI:1333818	20115	Rps7	6201	RPS7	29258	Rps7	1	1	1
MGI:2448488	214931	Fbxl16	146330	FBXL16	494223	Fbxl16	1	1	1
MGI:2442192	216238	Eea1	8411	EEA1	314764	Eea1	1	0	1
MGI:91842	110957	D1Pas1	NA	NA	NA	NA	1	1	1
MGI:106387	215821	Arfgef3	57221	ARFGEF3	292947	Arfgef3	1	0	1
MGI:96819	16952	Anxa1	301	ANXA1	25380	Anxa1	1	1	1
MGI:2442479	243312	Elfn1	392617	ELFN1	288512	Elfn1	1	0	1
MGI:2444096	320472	Ppm1e	22843	PPM1E	360593	Ppm1e	1	1	1
MGI:1921991	74741	C2cd5	9847	C2CD5	362461	C2cd5	1	0	1
MGI:98105	20042	Rps12	6206	RPS12	65139	Rps12	1	1	1
MGI:1921270	74020	Cpne4	131034	CPNE4	367160	Cpne4	1	1	1
MGI:1278340	19933	Rpl21	6144	RPL21	79449	Rpl21	1	0	1
MGI:1919619	98878	Ehd4	30844	EHD4	192204	Ehd4	1	1	1
MGI:1916267	69017	Prrt2	112476	PRRT2	361651	Prrt2	1	1	1
MGI:97499	110821	Pcca	5095	PCCA	687008	Pcca	1	1	1
MGI:1919540	72290	Lsm11	134353	LSM11	501688	Lsm11	1	0	1
MGI:108481	11744	Anxa11	311	ANXA11	290527	Anxa11	1	1	1
MGI:1891497	57340	Jph3	57338	JPH3	307916	Jph3	1	0	1
MGI:109609	14073	Faah	2166	FAAH	29347	Faahl	1	1	1
MGI:1261845	52635	Esyt2	57488	ESYT2	299488	Esyt2	1	0	1
MGI:96244	193740	Hspa1a	3303	HSPA1A	24472	Hspa1a	1	1	1
MGI:1915549	68299	Vps53	55275	VPS53	287535	Vps53	1	1	1
MGI:1333766	13855	Epn2	22905	EPN2	60443	Epn2	1	1	1
MGI:96892	17096	Lyn	4067	LYN	81515	Lyn	1	1	1
MGI:2135272	93840	Vangl2	57216	VANGL2	289229	Vangl2	1	0	1
MGI:1915337	68087	Dcakd	79877	DCAKD	360639	Dcakd	1	0	1
MGI:107956	20541	Slc8a1	6546	SLC8A1	29715	Slc8a1	1	1	1
MGI:1889007	57776	Ttyh1	57348	TTYH1	292597	Ttyh1	1	1	1
MGI:2145369	105298	Epdr1	54749	EPDR1	291180	Epdr1	1	1	1
MGI:1351628	27370	Rps26	6231	RPS26	27139	Rps26	1	1	1
MGI:105058	11937	Atp2a1	487	ATP2A1	116601	Atp2a1	1	0	1
MGI:3027390	272381	Lrrc4b	94030	LRRC4B	308571	Lrrc4b	1	1	1
MGI:108110	13602	Sparcl1	8404	SPARCL1	25434	Sparcl1	1	0	1
MGI:2444304	271564	Vps13a	23230	VPS13A	309243	Vps13a	1	1	1
MGI:1915128	67878	Tmem33	55161	TMEM33	59303	Tmem33	1	1	1
MGI:1927550	56418	Ykt6	10652	YKT6	64351	Ykt6	1	1	1
MGI:107795	15381	Hnrnpc	3183	HNRNPC	290046	Hnrnpc	1	1	1
MGI:88296	12287	Cacna1b	774	CACNA1B	257648	Cacna1b	1	1	1
MGI:1289227	52696	Zwint	11130	ZWINT	257644	Zwint	1	1	1
MGI:2442982	235442	Rab8b	51762	RAB8B	266688	Rab8b	1	1	1
MGI:98038	19951	Rpl32	6161	RPL32	680959	LOC680959	1	0	1
MGI:1932915	83431	Ndel1	81565	NDEL1	170845	Ndel1	1	1	1
MGI:1343135	17993	Ndufs4	4724	NDUFS4	499529	Ndufs4	1	1	1
MGI:2687319	331461	Il1rapl1	11141	IL1RAPL1	317553	Il1rapl1	1	0	1
MGI:1919729	72479	Hsdl2	84263	HSDL2	313200	Hsdl2	1	1	1
MGI:1927338	64176	Sv2b	9899	SV2B	117556	Sv2b	1	1	1
MGI:1098623	52538	Acaa2	10449	ACAA2	170465	Acaa2	1	1	1
MGI:106098	110826	Etfb	2109	ETFB	292845	Etfb	1	1	1
MGI:107387	11829	Aqp4	361	AQP4	25293	Aqp4	1	1	1
MGI:109282	11790	Speg	10290	SPEG	363256	Speg	1	0	1
MGI:1913826	66576	Uqcrh	7388	UQCRH	366448	Uqcrh	1	1	1
MGI:99445	14489	Mtpn	136319	MTPN	79215	Mtpn	1	1	1
MGI:1306795	11641	Akap2	11217	AKAP2	298024	Akap2	1	0	1
MGI:1346330	23825	Banf1	8815	BANF1	114087	Banf1	1	0	1
MGI:95773	14679	Gnai3	2773	GNAI3	25643	Gnai3	1	1	1
MGI:1914120	66870	Serbp1	26135	SERBP1	246303	Serbp1	1	1	1
MGI:1928898	59025	Usp14	9097	USP14	291796	Usp14	1	0	1
MGI:1914164	66914	Vps28	51160	VPS28	300052	Vps28	1	0	1
MGI:1931526	50708	H1f2	3006	H1-2	684681	H1f2	1	1	1
MGI:1915408	106529	Tecr	9524	TECR	191576	Tecr	1	1	1
MGI:1891295	117146	Ube3b	89910	UBE3B	687633	Ube3b	1	0	1
MGI:1100856	17532	Mras	22808	MRAS	25482	Mras	1	1	1
MGI:3036247	231876	Lmtk2	22853	LMTK2	304286	Lmtk2	1	0	1
MGI:1915406	101314	Brk1	55845	BRK1	679934	Brk1	1	1	1
MGI:99687	19944	Rpl29	6159	RPL29	29283	Rpl29	1	0	1
MGI:2138735	381310	6330403A02Rik	375057	C1orf95	689499	Stum	1	1	1
MGI:1353497	27376	Slc25a10	1468	SLC25A10	170943	Slc25a10	1	0	1
MGI:105491	52858	Cdipt	10423	CDIPT	192260	Cdipt	1	1	1
MGI:1354724	50720	Sacs	26278	SACS	305940	Sacs	1	1	1
MGI:1928760	56505	Ruvbl1	8607	RUVBL1	65137	Ruvbl1	1	0	1
MGI:2183447	216558	Ugp2	7360	UGP2	289827	Ugp2	1	1	1
MGI:1919686	108903	Tbcd	6904	TBCD	100361417	Tbcd	1	0	1
MGI:2180801	170759	Atp13a1	57130	ATP13A1	290673	Atp13a1	1	0	1
MGI:894284	19328	Rab12	201475	RAB12	25530	Rab12	1	1	1
MGI:88031	11750	Anxa7	310	ANXA7	155423	Anxa7	1	1	1
MGI:1338947	20202	S100a9	6280	S100A9	94195	S100a9	1	0	0
MGI:99501	110135	Fgb	2244	FGB	24366	Fgb	1	0	1
MGI:1928478	56710	Brinp1	1620	BRINP1	140610	Brinp1	1	1	1
MGI:2143676	216049	Zfp365	22891	ZNF365	499425	Zfp365	1	0	1
MGI:1096355	13609	S1pr1	1901	S1PR1	29733	S1pr1	1	1	1
MGI:107283	270192	Rab6b	51560	RAB6B	363123	Rab6b	1	1	1
MGI:2683541	546071	Mast3	23031	MAST3	688540	Mast3	1	0	1
MGI:1338049	20403	Itsn2	50618	ITSN2	313934	Itsn2	1	1	1
MGI:99600	11669	Aldh2	217	ALDH2	29539	Aldh2	1	1	1
MGI:1349431	26905	Eif2s3x	1968	EIF2S3	299027	Eif2s3	1	1	1
MGI:1917497	70247	Psmd1	5707	PSMD1	83806	Psmd1	1	1	1
MGI:107807	22272	Uqcrq	27089	UQCRQ	497902	Uqcrq	1	1	1
MGI:1924836	270685	Mthfd1l	25902	MTHFD1L	361472	Mthfd1l	1	0	1
MGI:2442409	269109	Dpp10	57628	DPP10	363972	Dpp10	1	1	1
MGI:87902	11459	Acta1	58	ACTA1	29437	Acta1	1	1	1
MGI:1919802	72552	Hsdl1	83693	HSDL1	361418	Hsdl1	1	1	1
MGI:99435	11845	Arf6	382	ARF6	79121	Arf6	1	1	1
MGI:1858225	53857	Tuba8	51807	TUBA8	500377	Tuba8	1	1	1
MGI:106026	14864	Gstm3	2947	GSTM3	64352	Gstm5	1	1	1
MGI:98314	20486	skt	NA	NA	NA	NA	1	0	0
MGI:1915054	67804	Snx2	6643	SNX2	291464	Snx2	1	1	1
MGI:102705	14702	Gng2	54331	GNG2	80850	Gng2	1	1	1
MGI:97356	18103	Nme2	4831	NME2	83782	Nme2	1	1	1
MGI:1206581	18706	Pik3ca	5290	PIK3CA	170911	Pik3ca	1	0	1
MGI:1915350	212531	Sh3bgrl2	83699	SH3BGRL2	501026	Sh3bgrl2	1	0	1
MGI:2136977	94047	Cecr6	27439	CECR6	500307	Tmem121b	1	0	1
MGI:1914238	66988	Lap3	51056	LAP3	289668	Lap3	1	1	1
MGI:1914436	67186	Rplp2	6181	RPLP2	140662	Rplp2	1	1	1
MGI:95630	243616	Slc6a11	6538	SLC6A11	79213	Slc6a11	1	1	1
MGI:1917436	70186	Fam162a	26355	FAM162A	360721	Fam162a	1	1	1
MGI:96020	15127	Hbb	3043	HBB	24440	Hbb	1	1	1
MGI:1914084	66834	Acot13	55856	ACOT13	291135	Acot13	1	0	1
MGI:104880	19175	Psmb6	5694	PSMB6	29666	Psmb6	1	1	1
MGI:1355326	50907	Preb	10113	PREB	58842	Preb	1	0	1
MGI:95619	14400	Gabrb1	2560	GABRB1	25450	Gabrb1	1	0	1
MGI:1195456	107702	Rnh1	6050	RNH1	100360501	Rnh1	1	0	1
MGI:1917770	384009	Glipr2	152007	GLIPR2	679819	Glipr2	1	0	1
MGI:2153044	140580	Elmo1	9844	ELMO1	361251	Elmo1	1	1	1
MGI:2443075	208922	Cpeb3	22849	CPEB3	309510	Cpeb3	1	0	1
MGI:2146320	210293	Dock10	55619	DOCK10	301556	Dock10	1	0	1
MGI:94930	13510	Dsg1a	1828	DSG1	291755	Dsg1	1	1	1
MGI:1914693	67443	Map1lc3b	81631	MAP1LC3B	64862	Map1lc3b	1	0	1
MGI:95865	14870	Gstp1	2950	GSTP1	24426	Gstp1	1	1	1
MGI:101914	12308	Calb2	794	CALB2	117059	Calb2	1	1	1
MGI:102809	20226	Sars	6301	SARS	266975	Sars1	1	1	1
MGI:1914309	67059	Ola1	29789	OLA1	296488	Ola1	1	1	1
MGI:1341799	17988	Ndrg1	10397	NDRG1	299923	Ndrg1	1	1	1
