"PMID","Year","Author","LastName","name","Iteration","Iteration (#1)"
"10231530","1999","BaryckiJ JJJDepartment of Biochemistry, Molecular Biology, and Biophysics, University of Minnesota, Minneapolis 55455, USA.","Barycki","BARYCKI_1999",41,15
"10234023","1999","RocheK WKWLaboratory of Neurochemistry, National Institute on Deafness and Other Communication Disorders, National Institutes of Health, Bethesda, Maryland 20892, USA. rochek@nidcd.nih.gov","Roche","ROCHE_1999",42,15
"10318831","1999","WangL HLHDepartment of Neurology, Yale University School of Medicine, New Haven, Connecticut 06520, USA.","Wang","WANG_1999",43,15
"10320367","1999","LanglandJ OJODepartment of Microbiology and Division of Molecular and Cellular Biology, Arizona State University, Tempe, Arizona 85287-2701, USA.","Langland","LANGLAND_1999",44,15
"10325225","1999","SabatiniD MDMThe Johns Hopkins University School of Medicine, Department of Neuroscience, 725 North Wolfe Street, Baltimore, MD 21205, USA.","Sabatini","SABATINI_1999",45,15
"10329441","1999","BucciCCDipartimento di Biologia e Patologia Cellulare e Molecolare ""L. Califano"" and Centro di Endocrinologia ed Oncologia Sperimentale del Consiglio Nazionale delle Ricerche, Università degli Studi di Napoli ""Federico II"", Via S. Pansini 5, Napoli, Italy.","Bucci","BUCCI_1999",46,15
"10329451","1999","WenYYMembrane Biology Laboratory, Department of Medicine, West, Los Angeles VA Medical Center and UCLA, Los Angeles, California, 90073, USA.","Wen","WEN_1999",47,15
"10329691","1999","YarwoodS JSJMolecular Pharmacology Group, Division of Biochemistry and Molecular Biology, Institute of Biology and Life Sciences, University of Glasgow, Davidson Building, Glasgow G12 8QQ, Scotland, United Kingdom.","Yarwood","YARWOOD_1999",48,15
"10330181","1999","KishidaSSDepartment of Biochemistry, Hiroshima University School of Medicine, Minami-ku, Hiroshima 734-8551, Japan.","Kishida","KISHIDA_1999",49,15
"10330192","1999","BallingerC ACAUniversity of Texas Medical Branch, Division of Cardiology and Sealy Center for Molecular Cardiology, Galveston, Texas, USA.","Ballinger","BALLINGER_1999",0,16
"10336463","1999","YangJ PJPDepartment of Molecular Genetics, Nagoya City University Medical School, 1 Kawasumi, Mizuho-cho, Mizuho-ku, Nagoya 467-8601, Japan.","Yang","YANG_1999",1,16
"10336672","1999","BassandPPUniversité René Descartes (Paris V), INSERM U-29, Paris, France.","Bassand","BASSAND_1999",2,16
"10339594","1999","KimEELaboratory of Molecular and Developmental Neuroscience, Massachusetts General Hospital, Harvard Medical School, Boston, MA 02114, USA.","Kim","KIM_1999",3,16
"10340301","1999","DevK KKKDepartment of Biological Sciences, Kyoto University, Faculty of Medicine, Japan.","Dev","DEV_1999",4,16
"10343108","1999","OdaKKLaboratory of Molecular Medicine, Human Genome Center, The Institute of Medical Science, The University of Tokyo, Tokyo, Japan.","Oda","ODA_1999",5,16
"10347142","1999","LinF TFTHoward Hughes Medical Institute, Departments of Medicine and Biochemistry, Duke University Medical Center, Durham, North Carolina 27710, USA.","Lin","LIN_1999",6,16
"10347170","1999","FeinmesserR LRLDepartment of Cancer Medicine, Imperial College School of Medicine, Charing Cross Campus, Fulham Palace Road, London W6 8RP, United Kingdom.","Feinmesser","FEINMESSER_1999",7,16
"10347196","1999","JohnstonHHDepartment of Pharmacological and Physiological Sciences, Saint Louis University, Saint Louis, Missouri 63104, USA.","Johnston","JOHNSTON_1999",8,16
"10353245","1999","ChookY MYMLaboratory of Cell Biology, Howard Hughes Medical Institute, The Rockefeller University, New York, New York 10021, USA.","Chook","CHOOK_1999",9,16
"10353821","1999","KoldamovaR PRPDepartment of Pharmacology, University of Pittsburgh School of Medicine, Pennsylvania 15261, USA.","Koldamova","KOLDAMOVA_1999",10,16
"10357812","1999","NemotoYYDepartment of Cell Biology and Howard Hughes Medical Institute, Yale University School of Medicine, New Haven, CT 06510, USA.","Nemoto","NEMOTO_1999",11,16
"10358004","1999","ParkS GSGNational Creative Research Initiatives Center for ARS Network, Sung Kyun Kwan University, Suwon, Kyunggido, 440-746, Korea.","Park","PARK_1999",12,16
"10358005","1999","HoshinoSSDepartment of Physiological Chemistry, Graduate School of Pharmaceutical Sciences, University of Tokyo, Tokyo 113-0033, Japan. hoshino@mol.f.u-tokyo.ac.jp","Hoshino","HOSHINO_1999",13,16
"10358015","1999","HosakaMMCenter for Basic Neuroscience and Department of Molecular Genetics, Howard Hughes Medical Institute, The University of Texas Southwestern Medical School, Dallas, Texas 75235, USA.","Hosaka","HOSAKA_1999",14,16
"10358057","1999","DavietLLDepartment of Medicine, Harvard Medical School, Brigham and Women's Hospital, Boston, Massachusetts 02115, USA.","Daviet","DAVIET_1999",15,16
"10358075","1999","RenaGGDepartment of Biochemistry, Medical Research Council Protein Phosphorylation Unit, University of Dundee, Dundee DD1 5EH, Scotland, United Kingdom.","Rena","RENA_1999",16,16
"10358086","1999","TakahashiMMDepartment of Biology, Faculty of Science, Kobe University, Kobe 657-8501, Japan.","Takahashi","TAKAHASHI_1999",17,16
"10358153","1999","LiuYYDivision of Cell Biology, La Jolla Institute for Allergy and Immunology, San Diego, CA 92121, USA.","Liu","LIU_1999",18,16
"10358158","1999","ThienC BCBDepartment of Pathology, University of Western Australia, Queen Elizabeth II Medical Center, Nedlands.","Thien","THIEN_1999",19,16
"10360578","1999","Abdul-MananNNCellular Biochemistry and Biophysics Program, Memorial Sloan-Kettering Cancer Center, New York, New York 10021, USA.","Abdul-Manan","ABDUL-MANAN_1999",20,16
"10360579","1999","MottH RHRCambridge Centre for Molecular Recognition, Department of Biochemistry, University of Cambridge, UK.","Mott","MOTT_1999",21,16
"10362356","1999","KlintPPDepartment of Medical Biochemistry and Microbiology, BMC, Uppsala, Sweden.","Klint","KLINT_1999",22,16
"10364213","1999","WoulfeD SDSDepartment of Pharmacology, University of Pennsylvania, Philadelphia, Pennsylvania 19104, USA.","Woulfe","WOULFE_1999",23,16
"10364219","1999","BauerBBMax-Planck-Institut für Molekulare Physiologie, Abteilung Strukturelle Biologie, Otto-Hahn-Strasse 11, D-44227 Dortmund, Germany.","Bauer","BAUER_1999",24,16
"10366446","1999","FongK SKSDepartment of Zoology, University of Hawaii at Manoa, Honolulu, Hawaii, 96822, USA.","Fong","FONG_1999",25,16
"10369126","1999","WalzelHHInstitute of Medical Biochemistry, University of Rostock, Germany.","Walzel","WALZEL_1999",26,16
"10369681","1999","RomeroFFLaboratoire d'Oncologie Cellulaire et Moleculaire, INSERM U363, Hôpital Cochin, 27 rue du Faubourg Saint-Jacques, F-75014 Paris, France.","Romero","ROMERO_1999",27,16
"10371216","1999","BlaukatAALudwig Institute for Cancer Research, Uppsala, Sweden.","Blaukat","BLAUKAT_1999",28,16
"10373431","1999","BrandMMInstitut de Génétique et de Biologie Moléculaire et Cellulaire, CNRS/INSERM/Université Louis Pasteur BP 163-67404 Illkirch Cedex, CU de Strasbourg, France.","Brand","BRAND_1999",29,16
"10373452","1999","OkamotoMMCenter for Basic Neuroscience, Howard Hughes Medical Institute, and the Department of Molecular Genetics, The University of Texas Southwestern Medical School, Dallas Texas 75235, USA.","Okamoto","OKAMOTO_1999",30,16
"10373495","1999","KumarSSHarvard Medical School, Department of Pathology, Boston, Massachusetts 02115, USA.","Kumar","KUMAR_1999",31,16
"10373504","1999","WangZZDepartment of Cell Biology and Neuroscience, Rutgers University, Piscataway, New Jersey 08854-8082, USA.","Wang","WANG_1999",32,16
"10373546","1999","JiQ SQSDepartments of Biochemistry, Vanderbilt University School of Medicine, Nashville, Tennessee 37232-0146, USA.","Ji","JI_1999",33,16
"10376603","1999","DimmelerSSMolecular Cardiology, Department of Internal Medicine IV, University of Frankfurt, Germany.","Dimmeler","DIMMELER_1999",34,16
"10377218","1999","StricklandC LCLDepartment of Structural Chemistry, Schering-Plough Research Institute, Kenilworth, New Jersey 07033, USA.","Strickland","STRICKLAND_1999",35,16
"10378277","1999","EkstromJ LJLDepartment of Chemistry and Chemical Biology, Cornell University, Ithaca, NY 14853, USA.","Ekstrom","EKSTROM_1999",36,16
"10381337","1999","PancettiFFFacultat de Medicina, Institut d'Investigacions Biomèdiques August Pi Sunyer (IDIBAPS), Barcelona, Spain.","Pancetti","PANCETTI_1999",37,16
"10381623","1999","OhiNNDepartment of Biological Science and Technology, Science University of Tokyo, Noda, Japan.","Ohi","OHI_1999",38,16
"10381882","1999","ChenDDDepartment of Pathology HMR 301, University of Southern California, 2011 Zonal Avenue, Los Angeles, CA 90033, USA.","Chen","CHEN_1999",39,16
"10383393","1999","RogallaTTMax-Delbrück-Centrum für Molecule Medizin, Robert-Rössle-Str. 10, D-13122 Berlin, Germany.","Rogalla","ROGALLA_1999",40,16
"10383400","1999","RonDDTelik, Inc., South San Francisco, California 94080, USA.","Ron","RON_1999",41,16
"10383403","1999","LimY PYPSignal Transduction Laboratory, Institute of Molecular and Cell Biology, National University of Singapore, 30 Medical Drive, Singapore 117609, Republic of Singapore.","Lim","LIM_1999",42,16
"10388568","1999","MiuraTTPharma Preclinical Research Department, F. Hoffmann-La Roche AG, Basel, CH-4070, Switzerland.","Miura","MIURA_1999",43,16
"10390349","1999","MieleA EAEDepartment of Biochemical Sciences and C.N.R. Centre of Molecular Biology, University of Rome ""La Sapienza"", P.le A. Moro, 5, Rome, 00185, Italy.","Miele","MIELE_1999",44,16
"10391678","1999","FeshchenkoE AEADepartment of Microbiology and Immunology, Temple University School of Medicine, Philadelphia, Pennsylvania 19140, USA.","Feshchenko","FESHCHENKO_1999",45,16
"10391935","1999","SmithF DFDDepartment of Cell and Molecular Physiology and the Curriculum in Neurobiology, The University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599, USA.","Smith","SMITH_1999",46,16
"10391943","1999","TanoueTTDepartment of Biophysics, Graduate School of Science, Kyoto University, Sakyo-ku, Kyoto 606-8502, Japan.","Tanoue","TANOUE_1999",47,16
"10393804","1999","FurukawaKKDivision of Biological Science, Graduate School of Science, Nagoya University, Nagoya Japan, 464-8602.","Furukawa","FURUKAWA_1999",48,16
"10395945","1999","MaaM CMCInstitute of Biochemistry, Chung Shan Medical and Dental College, No. 113, Section 2, Ta-Ching Street, Taichung 402, Taiwan.","Maa","MAA_1999",49,16
"10398585","1999","TaylorJ AJADepartment of Immunology, Division of Infectious Diseases, Mayo Clinic,Rochester, MN 55905, USA.","Taylor","TAYLOR_1999",0,17
"10400669","1999","PatelR CRCDepartment of Molecular Biology, Lerner Research Institute, The Cleveland Clinic Foundation, Cleveland, Ohio 44195, USA.","Patel","PATEL_1999",1,17
"10403822","1999","O'BrienK AKALilly Research Laboratories, Eli Lilly and Company, Lilly Corporate Center, Indianapolis, Indiana, 46285-0424, USA.","O'Brien","O'BRIEN_1999",2,17
"10404183","1999","LumengCCDepartment of Human Genetics, University of Michigan Medical School, Ann Arbor 48109-0618, USA.","Lumeng","LUMENG_1999",3,17
"10409742","1999","StewartSSDepartment of Biological Chemistry, University of Michigan Medical School, Ann Arbor, Michigan 48109-0606, USA.","Stewart","STEWART_1999",4,17
"10414980","1999","CaiHHHoward Hughes Medical Institutes, The Johns Hopkins University School of Medicine, Baltimore, Maryland 21205, USA.","Cai","CAI_1999",5,17
"10415025","1999","Oh-horaMMBiomedical Research Center, Osaka University Medical School, Japan.","Oh-hora","OH-HORA_1999",6,17
"10419510","1999","ZúñigaAAInstituto de Investigaciones Citológicas, Amadeo de Saboya 4, 46010 Valencia, Spain.","Zúñiga","ZÚÑIGA_1999",7,17
"10426999","1999","ZhongQQDepartment of Molecular Medicine, Institute of Biotechnology, University of Texas Health Science Center at San Antonio, 15355 Lambda Drive, San Antonio, TX 78245, USA.","Zhong","ZHONG_1999",8,17
"10427990","1999","MorroghL MLMInstitute of Child Health, University College London, GB.","Morrogh","MORROGH_1999",9,17
"10428778","1999","WatermanHHDepartment of Biological Regulation, The Weizmann Institute of Science, Rehovot 76100, Israel.","Waterman","WATERMAN_1999",10,17
"10428834","1999","NagpalSSRetinoid Research, Allergan Inc., Irvine, California 92713, USA. nagpal_sunil@allergan.com","Nagpal","NAGPAL_1999",11,17
"10429675","1999","FanQ RQRDepartment of Molecular and Cellular Biology, Howard Hughes Medical Institute, Harvard University, Cambridge, Massachusetts 02138, USA.","Fan","FAN_1999",12,17
"10431817","1999","Arbet-EngelsCCMolecular Biology and Virology Laboratory, The Salk Institute for Biological Studies, La Jolla, CA 92037, USA. arbet@salk.edu","Arbet-Engels","ARBET-ENGELS_1999",13,17
"10431818","1999","Martinez-NoelGGHeinrich-Pette-Institut für Experimentelle Virologie und Immunologie an der Universität Hamburg, Germany.","Martinez-Noel","MARTINEZ-NOEL_1999",14,17
"10433268","1999","NaisbittSSHoward Hughes Medical Institute, Department of Neurobiology, Massachusetts General Hospital and Harvard Medical School, Boston 02114, USA.","Naisbitt","NAISBITT_1999",15,17
"10433269","1999","TuJ CJCDepartment of Neuroscience, The Johns Hopkins University School of Medicine, Baltimore, Maryland 21205, USA.","Tu","TU_1999",16,17
"10436013","1999","OliverJ DJDSchool of Biological Sciences, University of Manchester, Manchester, M13 9PT, United Kingdom.","Oliver","OLIVER_1999",17,17
"10436156","1999","Sassone-CorsiPPInstitut de Génétique et de Biologie Moléculaire et Cellulaire, CNRS, INSERM, ULP, B. P. 163, 67404 Illkirch-Strasbourg, France. paolosc@igbmc.u-strasbg.fr","Sassone-Corsi","SASSONE-CORSI_1999",18,17
"10436159","1999","MaekawaMMDepartment of Pharmacology, Kyoto University Faculty of Medicine, Kyoto 606-8315, Japan.","Maekawa","MAEKAWA_1999",19,17
"10441327","1999","BoutellJ MJMInstitute of Medical Genetics, University of Wales College of Medicine, Cardiff, UK.","Boutell","BOUTELL_1999",20,17
"10446149","1999","QuilliamL ALADepartment of Biochemistry and Molecular Biology and Walther Oncology Center, Indiana University School of Medicine, Indianapolis, Indiana 46202, USA. lquillia@iupui.edu","Quilliam","QUILLIAM_1999",21,17
"10446169","1999","PasserB JBJT Cell Apoptosis Unit, Laboratory of Cellular and Molecular Immunology, NIAID, National Institutes of Health, Bethesda, Maryland 20892, USA.","Passer","PASSER_1999",22,17
"10446181","1999","MorrioneAAKimmel Cancer Center, Thomas Jefferson University, Philadelphia, Pennsylvania 19107, USA. morrion1@jeflin.tju.edu","Morrione","MORRIONE_1999",23,17
"10446219","1999","JainNNSignal Transduction Laboratory, Institute of Molecular and Cell Biology, National University of Singapore, 30 Medical Dr., Singapore 117609.","Jain","JAIN_1999",24,17
"10446239","1999","GellDDWellcome/CRC Institute, Tennis Court Road, Cambridge CB2 1QR, UK.","Gell","GELL_1999",25,17
"10449727","1999","PauseAAMolecular Oncology Group, Max Planck Institute for Biochemistry, 82152 Martinsried, Germany.","Pause","PAUSE_1999",26,17
"10454579","1999","KimH JHJCenter for Ligand and Transcription, Chonnam National University, Kwangju 500-757, Korea.","Kim","KIM_1999",27,17
"10455105","1999","MaximovAADepartment of Physiology, University of Texas Southwestern Medical Center, Dallas, Texas 75235, USA.","Maximov","MAXIMOV_1999",28,17
"10455176","1999","KapellerRRMillennium Pharmaceuticals, Inc., Cambridge, Massachusetts 02139, USA. kapeller@mpi.com","Kapeller","KAPELLER_1999",29,17
"10460257","1999","HomayouniRRDepartment of Developmental Neurobiology, St. Jude Children's Research Hospital, Memphis, Tennessee 38105, USA.","Homayouni","HOMAYOUNI_1999",30,17
"10462485","1999","RyuS WSWDivision of Life Science, PaiChai University, 439-6 Doma-dong, Seo-gu, Taejon, 302-735, South Korea.","Ryu","RYU_1999",31,17
"10464310","1999","LarssonHHDepartment of Medical Biochemistry and Microbiology, Uppsala University Biomedical Center, Box 575, S-751 23 Uppsala, Sweden.","Larsson","LARSSON_1999",32,17
"10477748","1999","KickhoeferV AVADepartment of Biological Chemistry, University of California, Los Angeles School of Medicine, Los Angeles, California 90095-1737, USA. vkick@medne.tucla.edu","Kickhoefer","KICKHOEFER_1999",33,17
"10477754","1999","PageL JLJDepartment of Clinical Biochemistry and Cambridge Institute for Medical Research, University of Cambridge, Cambridge CB2 2XY, England.","Page","PAGE_1999",34,17
"10480903","1999","OllendorffVVLaboratoire d'Oncologie Moléculaire, U119 INSERM, Institut de Cancérologie et d'Immunologie, 27 Boulevard Leï Roure, 13009 Marseille, France.","Ollendorff","OLLENDORFF_1999",35,17
"10481074","1999","ThomasG MGMMRC Protein Phosphorylation Unit, MSI/WTB Complex, University of Dundee, UK.","Thomas","THOMAS_1999",36,17
"10485710","1999","OzesO NONDepartment of Microbiology and Immunology, Indiana University School of Medicine, the Walther Oncology Center, Indianapolis 46202, USA.","Ozes","OZES_1999",37,17
"10486249","1999","NakanishiMMDepartment of Geriatric Research, National Institute for Longevity Sciences, 36-3 Gengo, Morioka-cho, Obu, Aichi, 474, Japan. mkt-naka@med.nagoya-cu.ac.jp","Nakanishi","NAKANISHI_1999",38,17
"10487747","1999","ShorterJJCell Biology Laboratory, Imperial Cancer Research Fund, 44 Lincoln's Inn Fields, London WC2A 3PX.","Shorter","SHORTER_1999",39,17
"10488079","1999","YaoIITakai Biotimer Project, Exploratory Research for Advanced Technology, Japan Science and Technology Corporation, c/o JCR Pharmaceuticals Co. Ltd., 2-2-10 Murotani, Nishi-ku, Kobe 651-2241, Japan.","Yao","YAO_1999",40,17
"10488153","1999","HiyamaHHInstitute for Molecular and Cellular Biology, Osaka University, 1-3 Yamada-oka, Suita, Osaka 565-0871, Japan.","Hiyama","HIYAMA_1999",41,17
"10489445","1999","LongeneckerKKDepartment of Molecular Physiology and Biological Physics, University of Virginia Health Sciences Center, Charlottesville, VA 22906, USA.","Longenecker","LONGENECKER_1999",42,17
"10490103","1999","PlotnikovA NANDepartment of Pharmacology, New York University School of Medicine, New York 10016, USA.","Plotnikov","PLOTNIKOV_1999",43,17
"10490106","1999","ChenHHThe Salk Institute for Biological Studies, La Jolla, California 92037, USA.","Chen","CHEN_1999",44,17
"10490823","1999","MitsuuchiYYMolecular Oncology Program, Fox Chase Cancer Center, Philadelphia, Pennsylvania, PA 19111, USA.","Mitsuuchi","MITSUUCHI_1999",45,17
"10491172","1999","SapirTTDepartment of Molecular Genetics, The Weizmann Institute of Science, Rehovot, Israel.","Sapir","SAPIR_1999",46,17
"10491193","1999","CallaghanJJDepartment of Biochemistry, The Norwegian Radium Hospital, Oslo.","Callaghan","CALLAGHAN_1999",47,17
"10491318","1999","ParkJ WJWCollege of Natural Sciences, Kyungpook National University, Taegu, 702-701, Korea.","Park","PARK_1999",48,17
"10491434","1999","YarbroughW GWGDepartment of Surgery, Division of Otolaryngology/Lineberger Comprehensive Cancer Center, Chapel Hill, NC 27599-7295, USA. wgy@med.unc.edu","Yarbrough","YARBROUGH_1999",49,17
"10497032","1999","ClemonsW MWMJrDepartment of Biochemistry, The University of Utah, School of Medicine, 50 North Medical Drive, Salt Lake City, UT 84132, USA.","Clemons","CLEMONS_1999",0,18
"10497213","1999","LarinDDColumbia Genome Center, College of Physicians and Surgeons, Columbia University, New York, New York 10032, USA.","Larin","LARIN_1999",1,18
"10498867","1999","YangJ PJPDepartment of Molecular Genetics, Nagoya City University Medical School, Mizuho-cho, Mizuho-ku, Nagoya 467-8601, Japan.","Yang","YANG_1999",2,18
"10500481","1999","SatoMMDepartment of Chemistry, School of Science, University of Tokyo, Japan.","Sato","SATO_1999",3,18
"10504335","1999","CuppenEEDepartment of Cell Biology, Institute of Cellular Signalling, University of Nijmegen, Adelbertusplein 1, The Netherlands.","Cuppen","CUPPEN_1999",4,18
"10504338","1999","Morris-DesboisCCLaboratoire de Biologie Moléculaire et Cellulaire, UMR 5665 CNRS-ENSL, Allée d'Italie, France. pjalinot@ens-lyon.fr","Morris-Desbois","MORRIS-DESBOIS_1999",5,18
"10506127","1999","SimonsenAADepartment of Biochemistry, the Norwegian Radium Hospital, Montebello, N-0310 Oslo, Norway.","Simonsen","SIMONSEN_1999",6,18
"10506747","1999","BomanA LALDepartment of Biochemistry, Emory University School of Medicine, Atlanta, Georgia 30322-3050, USA.","Boman","BOMAN_1999",7,18
"10508919","1999","IngleyEELaboratory for Cancer Medicine, Department of Biochemistry, The University of Western Australia and Royal Perth Hospital, Perth, W.A., Australia.","Ingley","INGLEY_1999",8,18
"10510314","1999","MizukoshiEEBiosignaling Department, National Institute of Bioscience and Human Technology, Higashi 1-1,Tsukuba, Ibaraki 305-8566, Japan.","Mizukoshi","MIZUKOSHI_1999",9,18
"10512750","1999","SonM YMYDepartment of Microbiology, Kyungpook National University, Taegu, 702-701, Korea.","Son","SON_1999",10,18
"10512765","1999","KumarSSDepartment of Bone and Cartilage Biology, SmithKline Beecham Pharmaceuticals, King of Prussia, Pennsylvania 19406-0939, USA. Sanjay_Kumar@SBPHRD.COM","Kumar","KUMAR_1999",11,18
"10514494","1999","StephensD JDJDepartment of Biochemistry, University of Bristol, School of Medical Sciences, University Walk, Bristol BS8 1TD, United Kingdom.","Stephens","STEPHENS_1999",12,18
"10518217","1999","ShikamaNNDivision of Biochemistry and Molecular Biology, University of Glasgow, United Kingdom.","Shikama","SHIKAMA_1999",13,18
"10518533","1999","MurthyS NSNDepartment of Cell and Molecular Biology, Northwestern University Medical School, Chicago, IL 60611-3008, USA.","Murthy","MURTHY_1999",14,18
"10518933","1999","LinariMMMax-Planck-Institut für Molekulare Physiologie, Abteilung Strukturelle Biologie, Dortmund, Germany.","Linari","LINARI_1999",15,18
"10518943","1999","WilkinsonK DKDDepartment of Biochemistry, Emory University, Atlanta, GA 30322, USA.","Wilkinson","WILKINSON_1999",16,18
"10521452","1999","KumarSSDepartment of Adult Oncology, Dana-Farber Cancer Institute, Harvard Medical School, Boston, Massachusetts 02115, USA.","Kumar","KUMAR_1999",17,18
"10521482","1999","BartkiewiczMMDepartment of Cell Biology, Yale University School of Medicine, New Haven, Connecticut 06510, USA.","Bartkiewicz","BARTKIEWICZ_1999",18,18
"10521492","1999","MoynihanT PTPMolecular Medicine Unit, University of Leeds, Clinical Sciences Building, St. James's University Hospital, Leeds LS9 7TF, United Kingdom.","Moynihan","MOYNIHAN_1999",19,18
"10521505","1999","LimC PCPSignal Transduction Laboratory, Institute of Molecular and Cell Biology, National University of Singapore, Singapore 117609.","Lim","LIM_1999",20,18
"10521598","1999","KawachiHHDivision of Molecular Neurobiology, National Institute for Basic Biology, 38 Nishigonaka, Myodaiji-cho, Okazaki, Japan.","Kawachi","KAWACHI_1999",21,18
"10523312","1999","SilljéH HHHDepartment of Molecular Biology, Sciences II, 30 quai Ernest-Ansermet, University of Geneva, CH-1211 Geneva 4, Switzerland.","Silljé","SILLJÉ_1999",22,18
"10523642","1999","ItoMMDepartment of Biosciences, School of Science, Kitasato University, Kanagawa 228, Japan.","Ito","ITO_1999",23,18
"10523667","1999","KöhlerMMCharité, Franz-Volhard-Klinik, Berlin-Buch, Germany.","Köhler","KÖHLER_1999",24,18
"10524211","1999","SalzerUUInstitute of Biochemistry, Medical Faculty, University of Vienna, Austria.","Salzer","SALZER_1999",25,18
"10526152","1999","CuppenEEDepartment of Cell Biology, Institute of Cellular Signalling, University of Nijmegen, Adelbertusplein 1, 6525 EK, Nijmegen, The Netherlands.","Cuppen","CUPPEN_1999",26,18
"10526156","1999","RümenappUUInstitut für Pharmakologie, Universitätsklinikum Essen, Hufelandstr. 55, D-45122, Essen, Germany. ulrich.ruemenapp@uni-essen.de","Rümenapp","RÜMENAPP_1999",27,18
"10527805","1999","Van GassenGGFlanders Interuniversity Institute for Biotechnology (VIB), University of Antwerp (UIA), Antwerpen, Belgium.","Van Gassen","VAN GASSEN_1999",28,18
"10527873","1999","BoeckersT MTMDepartment of Neurochemistry and Molecular Biology, Leibniz Institute for Neurobiology, Magdeburg, 39118, Germany. bockers@uni-muenster.de","Boeckers","BOECKERS_1999",29,18
"10531035","1999","CenciarelliCCDepartment of Pathology, Kaplan Comprehensive Cancer Center, MSB 548, New York University School of Medicine 550 First Avenue, New York, New York, 10016, USA.","Cenciarelli","CENCIARELLI_1999",30,18
"10531064","1999","LawrenceC MCMHoward Hughes Medical Institute and Children's Hospital Laboratory of Molecular Medicine, 320 Longwood Avenue, Boston, MA 02115, USA.","Lawrence","LAWRENCE_1999",31,18
"10531356","1999","PollackB PBPDepartment of Molecular Genetics, University of Medicine and Dentistry of New Jersey, Robert Wood Johnson Medical School, Piscataway, New Jersey 08854-5635, USA.","Pollack","POLLACK_1999",32,18
"10531379","1999","HowardLLCellular Biochemistry Program, Sloan-Kettering Institute, Memorial Sloan-Kettering Cancer Center, New York, New York 10021, USA.","Howard","HOWARD_1999",33,18
"10542110","1999","LynchB ABAARIAD Pharmaceuticals Inc., 26 Landsdowne Street, Cambridge, Massachusetts 02139, USA. berkley.lynch@ucb-group.com","Lynch","LYNCH_1999",34,18
"10542231","1999","CestraGGDipartimento di Biologia, Università di Roma Tor Vergata, Rome 00133, Italy.","Cestra","CESTRA_1999",35,18
"10543876","1999","SkellyJ VJVCRC Biomolecular Structure Unit and CRC Centre for Cancer Therapeutics, The Institute of Cancer Research, Cotswold Road, Sutton, Surrey SM2 5NG, UK.","Skelly","SKELLY_1999",36,18
"10543948","1999","StarovasnikM AMADepartment of Protein Engineering, Genentech, Inc., One DNA Way, South San Francisco, CA, 94080, USA. star@gene.com","Starovasnik","STAROVASNIK_1999",37,18
"10543952","1999","BaylissRRMRC Laboratory of Molecular Biology, Hills Rd, Cambridge, CB2 2QH, England.","Bayliss","BAYLISS_1999",38,18
"10545121","1999","KiernanR ERELaboratoire de Virologie Moléculaire et Transfert de Gène, Institut de Génétique Humaine, UPR1142 Montpellier, 34396, France.","Kiernan","KIERNAN_1999",39,18
"10545207","1999","ShaoHHDepartment of Biochemistry, University of Kentucky College of Medicine, Lexington, Kentucky 40536-0084, USA.","Shao","SHAO_1999",40,18
"10545594","1999","SimmonsA DADThe McDermott Center, University of Texas Southwestern Medical Center, Dallas 75235-8591, USA.","Simmons","SIMMONS_1999",41,18
"10548487","1999","OhtsukaTTDepartment of Molecular Biology and Biochemistry, Osaka University Graduate School of Medicine/Faculty of Medicine, Suita, 565-0871, Japan.","Ohtsuka","OHTSUKA_1999",42,18
"10551832","1999","LiuL XLXINSERM U342, Institut Cochin de Génétique Moléculaire, Hôpital Saint-Vincent-de-Paul, 82 Avenue Denfert Rochereau, 75014 Paris, France.","Liu","LIU_1999",43,18
"10551883","1999","LowB CBCSignal Transduction Laboratory, Institute of Molecular and Cell Biology, Singapore 117609, Republic of Singapore.","Low","LOW_1999",44,18
"10558980","1999","HuangLLCellular Biochemistry and Biophysics Program, Howard Hughes Medical Institute, Memorial Sloan-Kettering Cancer Center, New York, NY 10021, USA.","Huang","HUANG_1999",45,18
"10559899","1999","WatanabeNNDepartment of Pharmacology, Kyoto University Faculty of Medicine, Japan.","Watanabe","WATANABE_1999",46,18
"10559936","1999","EdwardsD CDCDepartment of Chemistry, University of California at San Diego, La Jolla 92093-0650, USA.","Edwards","EDWARDS_1999",47,18
"10561590","1999","GötzCCDepartment of Medical Biochemistry and Molecular Biology, University of the Saarland, Homburg, Germany. bccgoe@med-rz-uni-sb.de","Götz","GÖTZ_1999",48,18
"10562279","1999","ChangC CCCThe Department of Biological Chemistry, The Johns Hopkins University School of Medicine, Baltimore, Maryland 21205, USA.","Chang","CHANG_1999",49,18
"10562550","1999","NielsenA LALInstitut de Génétique et de Biologie Moléculaire et Cellulaire, CNRS/INSERM/ULP/Collège de France, BP 163, 67404 Illkirch-Cedex, France.","Nielsen","NIELSEN_1999",0,19
"10567208","1999","MiltonN GNGDepartment of Molecular Pathology, Royal Free and University College Medical School, University College London, Royal Free Campus, Rowland Hill Street, London NW3 2PF, U.K. nmilton@rfhsm.ac.uk","Milton","MILTON_1999",1,19
"10567269","1999","SurksH KHKMolecular Cardiology Research Institute and Cardiology Division, Department of Medicine, Tufts University School of Medicine and New England Medical Center, Boston, MA 02111, USA.","Surks","SURKS_1999",2,19
