MGI.ID	MOUSE.ENTREZ.ID	MOUSE.GENE.NAME	MOUSE.UNIPROT.ID	HUMAN.ENTREZ.ID	HUMAN.GENE.NAME	HUMAN.UNIPROT.ID	HGNC.ID	HOMOLOGY	HomoloGene.ID	BLONDEAU_2004	COUGHENOUR_2004	PHILLIPS_2005	MORCIANO_2005	BURRE_2006	TAKAMORI_2006	KHANNA_2007	MORCIANO_2009	ABUL_HUSN_2009	GORINI_2010	GRONBORG_2010	ABUL_HUSN_2011	BOYKEN_2013	WILHELM_2014	BRINKMALM_2014	WEINGARTEN_2014	KOKOTOS_2018	TAOUFIQ_2020	WITTIG_2021	count
MGI:104631	22288	Utrn	E9Q6R7;Q3UYS4;Q61636;Q6P6L2	7402	UTRN	P46939;Q6LBS5;Q5T097	HGNC:12635	YES	21398	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2
MGI:2385131	227700	Sh3glb2	B0LDS3;Q8R3V5;A2AWI9;A2AWI7	56904	SH3GLB2	Q9NR46;A0A024R896;B7ZC38	HGNC:10834	YES	10595	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	4
MGI:2385079	225887	Ndufs8	Q3UY05;Q5M9P5;Q8K3J1	4728	NDUFS8	O00217	HGNC:7715	YES	1867	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2
MGI:1915517	68267	Slc25a22	Q80X52;Q9D6M3	79751	SLC25A22	Q9H936	HGNC:19954	YES	69383	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2
MGI:109533	11306	Abcb7	Q61102	22	ABCB7	O75027;Q7Z3K5;B4DGL8;A0A087WW65	HGNC:48	YES	3175	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2
MGI:2136460	93747	Echs1	Q8BH95	1892	ECHS1	P30084	HGNC:3151	YES	3018	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	3
MGI:1929261	56462	Mtch1	Q791T5	23787	MTCH1	A0A024RCX4;A8YXX5;Q9NZJ7;A0A024RD08;B4E0C5	HGNC:17586	YES	22807	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2
MGI:2684983	230075	Ndufb6	A2AP31;Q3UIU2	4712	NDUFB6	A0A087WZX2;O95139	HGNC:7701	YES	1864	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2
MGI:103226	12867	Cox7c	P17665	1350	COX7C	P15954	HGNC:2292	NO	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	3
MGI:1343103	17991	Ndufa2	Q9CQ75	4695	NDUFA2	O43678	HGNC:7685	YES	37628	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2
MGI:105100	12388	Ctnnd1	P30999;E9Q986;E9Q8Z8;E9Q8Z6;E9Q8Z5;E9Q905	1500	CTNND1	O60716	HGNC:2515	YES	1017	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	3
MGI:1924879	77629	Sphkap	E9PUC4;Q6NSW3	80309	SPHKAP	Q2M3C7	HGNC:30619	YES	18172	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2
MGI:107852	14724	Gp1bb	B2RR03;P56400	2812	GP1BB	P13224	HGNC:4440	YES	30972	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2
MGI:88052	238055	Apob	E9Q414	338	APOB	P04114;Q59HB3;Q7Z7Q0	HGNC:603	YES	328	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2
NA	NA	NA	NA	474170	LRRC37A2	A6NM11;Q5YKG5;A0A0G2JP19	HGNC:32404	NO	NA	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2
NA	NA	NA	NA	374819	LRRC37A3	B4DG20;B7Z9I0;J3QTJ5;O60309;B4DSF2	HGNC:32427	NO	NA	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2
NA	NA	NA	NA	114659	LRRC37B	Q96QE4;F5H5K1	HGNC:29070	NO	NA	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2
MGI:1915345	68095	Ociad1	Q9CRD0	54940	OCIAD1	A0A024R9U3;Q9NX40	HGNC:16074	YES	9866	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2
MGI:2682935	214531	Tmprss13	E9QPR6	84000	TMPRSS13	E9PRA0;Q1RMF8;Q9BYE2	HGNC:29808	YES	12936	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2
MGI:1915376	68126	Fahd2a	Q3TC72	51011	FAHD2A	A0A024RE27;Q96GK7	HGNC:24252	YES	131290	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2
MGI:1914272	229211	Acad9	Q8JZN5	28976	ACAD9	Q9H845;Q9H9W4	HGNC:21497	YES	8539	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2
MGI:1919785	72535	Aldh1b1	Q9CZS1	219	ALDH1B1	P30837	HGNC:407	YES	115470	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2
NA	NA	NA	NA	219293	ATAD3C	Q5T2N8	HGNC:32151	NO	NA	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2
MGI:103099	12861	Cox6a1	P43024;Q9DCW5	1337	COX6A1	H6SG15;P12074	HGNC:2277	YES	3219	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2
NA	NA	NA	NA	285849	COX6A1P2	NA	HGNC:35239	NO	NA	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2
MGI:1913392	66142	Cox7b	P56393;Q5FW98	1349	COX7B	P24311	HGNC:2291	YES	1406	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2
MGI:95754	104277	Glud-ps	NA	2747	GLUD2	P49448	HGNC:4336	NO	NA	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2
MGI:1334417	17713	Grpel1	Q99LP6	80273	GRPEL1	Q9HAV7	HGNC:19696	YES	6992	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2
MGI:1889802	58875	Hibadh	Q99L13	11112	HIBADH	A0A024RA75;P31937	HGNC:4907	YES	15088	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2
MGI:1917125	69875	Ndufa11	G5E814	126328	NDUFA11	Q86Y39	HGNC:20371	YES	17926	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2
MGI:97394	18242	Oat	P29758;Q3TG75;Q3UKT3	4942	OAT	P04181	HGNC:8091	YES	231	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2
MGI:1914175	66925	Sdhd	Q9CXV1	6392	SDHD	O14521	HGNC:10683	YES	37718	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2
MGI:2442900	319880	Tmcc3	Q8R310	57458	TMCC3	G3V207;Q9ULS5	HGNC:29199	YES	10792	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2
MGI:2146836	268936	Brpf3	B2KF05	27154	BRPF3	Q9ULD4	HGNC:14256	YES	16092	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2
MGI:98790	21973	Top2a	Q01320	7153	TOP2A	P11388	HGNC:11989	YES	830	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2
MGI:1915489	68239	Krt42	Q6IFX2	NA	NA	NA	NA	NO	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2
MGI:1346030	23934	Ly6h	Q544M1;Q8K356;Q9WUC3	4062	LY6H	O94772	HGNC:6728	YES	1758	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	3
MGI:88113	11944	Atp4a	E9QNX7;Q91WH7	495	ATP4A	P20648;Q658V6	HGNC:819	YES	68081	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2
MGI:1915444	68194	Ndufb4	Q9CQC7	4710	NDUFB4	O95168	HGNC:7699	YES	3342	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2
MGI:97282	17968	Ncam2	O35136;Q71VC5	4685	NCAM2	O15394	HGNC:7657	YES	3336	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	4
MGI:88111	381290	Atp2b4	D1FNM8;F7AAP4;Q32ME1;Q3UPA8;D1FNM9;Q6Q477;E9Q828	493	ATP2B4	P23634;A0A024R968	HGNC:817	YES	48034	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	4
MGI:2154090	140559	Igsf8	Q8R366;G3UYZ1	93185	IGSF8	Q969P0	HGNC:17813	YES	14163	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	4
MGI:96915	17161	Maoa	Q3TPD9;Q3UJ53;Q64133	4128	MAOA	P21397;Q49A63;Q53YE7	HGNC:6833	YES	203	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	3
NA	NA	NA	NA	3045	HBD	A0N071;P02042	HGNC:4829	NO	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2
NA	NA	NA	NA	26795	SNORD54	NA	HGNC:10204	NO	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2
NA	NA	NA	NA	441531	PGAM4	Q8N0Y7	HGNC:21731	NO	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2
MGI:1924307	77057	Ston1	Q8CDJ8	11037	STON1	Q9Y6Q2;B2RB25	HGNC:17003	YES	122152	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
NA	NA	NA	NA	100652748	TIMM23B	Q5SRD1;B4DDK6;M0QZG8;S4R2X5	HGNC:23581	NO	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2
MGI:1889006	57780	Fxyd7	P59648	53822	FXYD7	P58549	HGNC:4034	YES	11091	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	3
MGI:3615492	223262	Timm8a2	Q4FZG7	NA	NA	NA	NA	NO	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2
MGI:1888996	333883	Cd59b	P58019	966	CD59	P13987;Q6FHM9	HGNC:1689	YES	56386	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	3
MGI:1917497	70247	Psmd1	Q3TXS7	5707	PSMD1	Q99460	HGNC:9554	YES	2100	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	4
MGI:105089	15488	Hsd17b4	P51660	3295	HSD17B4	B2R659;P51659;E7EWE5;B3KSP2;G5E9S2	HGNC:5213	YES	358	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
MGI:1927184	64011	Nrgn	P60761	4900	NRGN	A0A024R3M7;Q92686	HGNC:8000	NO	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	3
MGI:1201378	11745	Anxa3	O35639	306	ANXA3	P12429	HGNC:541	YES	68445	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	4
MGI:104799	18611	Pea15a	Q62048	8682	PEA15	Q15121;Q96FS5;B1AKZ4;B1AKZ5	HGNC:8822	YES	7884	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
MGI:1337100	22388	Wdr1	O88342;Q3TJY2	9948	WDR1	O75083;V9HWG7	HGNC:12754	YES	6628	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
MGI:1350927	26961	Rpl8	P62918	6132	RPL8	P62917	HGNC:10368	YES	32141	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
MGI:1314653	17356	Mllt4	Q9QZQ1;E9Q9C3	4301	MLLT4	P55196;A8MQ02;G1UI22	HGNC:7137	YES	21202	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
MGI:1353436	30056	Timm9	Q9WV98	26520	TIMM9	A0A024R648;Q9Y5J7;G3V502	HGNC:11819	YES	40847	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
MGI:1344351	23859	Dlg2	D3YWU0;Q91XM9;D3YUZ8	1740	DLG2	Q15700;B7Z2T4	HGNC:2901	YES	1046	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	3
MGI:2444096	320472	Ppm1e	B2KGP3;Q80TL0	22843	PPM1E	A7E2X1;Q8WY54	HGNC:19322	YES	22848	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
MGI:1928344	56433	Vps29	Q9QZ88	51699	VPS29	F8VXU5;Q9UBQ0	HGNC:14340	YES	9433	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	3
MGI:1932576	83397	Akap12	B2RRE0;Q9WTQ5	9590	AKAP12	Q02952;Q86TJ9	HGNC:370	YES	3740	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
MGI:1922822	75572	Acyp2	P56375	98	ACYP2	P14621	HGNC:180	YES	41776	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
MGI:98890	22201	Uba1	B9EHN0;Q02053	7317	UBA1	A0A024R1A3;P22314	HGNC:12469	YES	22002	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
MGI:107811	18164	Nptx1	A2ACL9;Q3UST4;Q62443	4884	NPTX1	Q15818	HGNC:7952	YES	1891	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	4
MGI:2386030	242425	Gabbr2	Q80T41	9568	GABBR2	H9NIL8;O75899	HGNC:4507	YES	55902	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	3
MGI:1921442	74192	Arpc5l	Q9D898	81873	ARPC5L	A0A024R897;Q9BPX5	HGNC:23366	YES	36463	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	4
MGI:1343877	19896	Rpl10a	Q5XJF6;Q99JL6	4736	RPL10A	P62906	HGNC:10299	YES	68543	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	4
MGI:102675	12971	Crym	O54983;Q3UPX0	1428	CRYM	Q14894	HGNC:2418	YES	1424	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
MGI:1914365	67115	Rpl14	Q9CR57	9045	RPL14	P50914	HGNC:10305	YES	68375	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	3
MGI:2442952	268932	Caskin1	Q6P9K8	57524	CASKIN1	Q8WXD9	HGNC:20879	YES	25873	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	4
MGI:700006	13169	Dbnl	Q62418	28988	DBNL	Q9UJU6;B4DUF9	HGNC:2696	YES	8468	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
MGI:106530	229791	Lppr4	Q7TME0	9890	LPPR4	A0A0A6YYH7;Q7Z2D5	NA	YES	8895	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	3
MGI:95808	14799	Gria1	P23818;Q7TNB5;F6YNQ1	2890	GRIA1	P42261;Q59GL5	HGNC:4571	YES	20226	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	3
MGI:95621	14402	Gabrb3	Q8C446;P63080	2562	GABRB3	P28472;B2RCW8;X5DQY4	HGNC:4083	YES	633	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
MGI:105110	16898	Rps2	P25444;Q58EU3	6187	RPS2	P15880	HGNC:10404	YES	37714	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
MGI:1915089	67839	Gpsm1	Q6IR34	26086	GPSM1	A0A0A0MSK4;Q86YR5;A0A087WVF5	HGNC:17858	YES	16987	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
MGI:108025	19087	Prkar2a	Q8K1M3	5576	PRKAR2A	A0A024R2W3;P13861	HGNC:9391	YES	3064	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	3
MGI:1915021	67771	Arpc5	Q9CPW4	10092	ARPC5	O15511	HGNC:708	YES	4176	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3
MGI:99894	15387	Hnrnpk	P61979;Q5FWJ5;B2M1R6;Q3U9Q3	3190	HNRNPK	P61978;Q6IBN1;B4DUQ1	HGNC:5044	YES	81909	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	4
MGI:1860078	53382	Txnl1	Q8CDN6	9352	TXNL1	O43396;V9HW51	HGNC:12436	YES	3515	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
MGI:2685104	238276	Akap5	D3YVF0;H3BIV5	9495	AKAP5	P24588;Q6PG46	HGNC:375	YES	15854	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	4
MGI:1930016	58234	Shank3	Q4ACU6	85358	SHANK3	Q9BYB0	HGNC:14294	YES	75163	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2
MGI:1355330	236539	Phgdh	Q61753	26227	PHGDH	O43175	HGNC:8923	YES	39318	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	3
MGI:106484	52822	Rufy3	A0A0G2JFT8;Q9D394	22902	RUFY3	Q7L099;B4DKC2;A0A024RDD7;B4DG59	HGNC:30285	YES	87809	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
MGI:88059	11820	App	P12023;Q3TWF3;Q6GR78	351	APP	P05067;B4DGD0;E9PG40;A0A0A0MRG2;B4DJT9	HGNC:620	YES	56379	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	3
MGI:1924210	76960	Bcas1	E9Q8Q5;Q80YN3	8537	BCAS1	O75363;G3XAF7	HGNC:974	YES	2714	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	4
MGI:102666	19060	Ppp5c	Q60676	5536	PPP5C	A0A024R0Q7;P53041	HGNC:9322	YES	4550	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
MGI:1349482	26941	Slc9a3r1	P70441;Q3TG37	9368	SLC9A3R1	O14745	HGNC:11075	YES	3137	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	3
MGI:98085	20014	Rpn2	Q9DBG6	6185	RPN2	P04844	HGNC:10382	YES	2214	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	3
MGI:101848	14697	Gnb5	P62881;Q3UG14	10681	GNB5	A0A024R5R9;O14775;A0A024R5V3	HGNC:4401	YES	40714	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	4
MGI:88562	13033	Ctsd	P18242;Q3UCD9	1509	CTSD	P07339;V9HWI3	HGNC:2529	YES	55616	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	3
MGI:104581	14696	Gnb4	P29387	59345	GNB4	Q9HAV0	HGNC:20731	YES	69140	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3
MGI:107185	12465	Cct5	P80316	22948	CCT5	B4DX08;E9PCA1;V9HW37;B4DYC8;E7ENZ3;P48643;B4DDU6;B7ZAR1	HGNC:1618	YES	6287	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	4
MGI:107932	407785	Ndufs6	P52503	4726	NDUFS6	O75380;Q6IBC4	HGNC:7713	YES	37935	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
MGI:1339975	18479	Pak1	G5E884	5058	PAK1	Q13153;A0A024R5P0	HGNC:8590	YES	1936	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
MGI:1913838	66588	Cmpk1	Q9DBP5	51727	CMPK1	P30085;B2R6S5	HGNC:18170	YES	32308	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
MGI:1924058	76808	Rpl18a	P62717	6142	RPL18A	Q02543	HGNC:10311	YES	68104	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	3
MGI:1333112	19384	Ran	P62827	5901	RAN	B4DV51;P62826	HGNC:9846	YES	68143	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
MGI:109656	16796	Lasp1	Q543N3;Q61792	3927	LASP1	B4DIC4;Q14847;A0A024R1S8	HGNC:6513	YES	4480	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
MGI:104880	19175	Psmb6	Q60692	5694	PSMB6	A0A087X2I4;P28072;Q6IAT9	HGNC:9543	YES	2092	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	3
MGI:103575	21402	Skp1a	Q5SUR3;Q9WTX5	6500	SKP1	P63208	HGNC:10899	YES	38775	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	3
MGI:2147616	107260	Otub1	Q7TQI3	55611	OTUB1	B3KUV5;Q96FW1	HGNC:23077	NO	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
MGI:106054	19179	Psmc1	P62192;Q542I9	5700	PSMC1	P62191;Q53XL8	HGNC:9547	YES	2095	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	4
MGI:1346089	24012	Rgs7	Q80XD3;O54829;A0A0A6YW36	6000	RGS7	P49802	HGNC:10003	YES	2193	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	3
MGI:87919	11519	Add2	Q9QYB8;Q8C0Y2	119	ADD2	P35612;Q05DK5	HGNC:244	YES	1221	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
MGI:95805	14784	Grb2	Q3U5I5;Q60631	2885	GRB2	B0LPF3;P62993	HGNC:4566	YES	1576	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	3
MGI:1917505	380686	Cnrip1	Q5M8N0	25927	CNRIP1	Q96F85	HGNC:24546	YES	9153	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
MGI:99434	11844	Arf5	P84084	381	ARF5	A4D0Z3;P84085	HGNC:658	YES	129625	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	3
MGI:99511	19247	Ptpn11	P35235	5781	PTPN11	Q06124	HGNC:9644	YES	2122	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
MGI:1860040	55992	Trim3	Q9R1R2;Q3TDT0	10612	TRIM3	O75382;B7Z5Y8	HGNC:10064	YES	21290	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	3
MGI:104871	19046	Ppp1cb	P62141	5500	PPP1CB	P62140;V9HW04	HGNC:9282	YES	37659	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	3
MGI:1923406	76156	Fam131b	Q3TY60;E9Q8P8	9715	FAM131B	Q86XD5;D3DXE4	HGNC:22202	YES	8797	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
MGI:1345143	23984	Pde10a	Q8CA95;Q7TPG2	10846	PDE10A	Q9Y233	HGNC:8772	YES	4852	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	3
MGI:107956	20541	Slc8a1	Q68FL0;G3X9J1;P70414	6546	SLC8A1	P32418;Q4QQH3	HGNC:11068	YES	69090	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	4
MGI:1919053	71803	Slc25a18	Q9DB41	83733	SLC25A18	A0A024R0W0;Q9H1K4	HGNC:10988	YES	57151	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
MGI:101914	12308	Calb2	Q08331	794	CALB2	P22676;A6NER6	HGNC:1435	YES	1318	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	3
MGI:1914309	67059	Ola1	Q9CZ30	29789	OLA1	Q9NTK5	HGNC:28833	YES	5361	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
MGI:3613677	243961	Shank1	D3YZU1;D3YZU4;D3YZU5	50944	SHANK1	Q9Y566;H9KV90	HGNC:15474	YES	22949	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	4
MGI:97744	18984	Por	P37040	5447	POR	P16435	HGNC:9208	YES	725	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	4
MGI:1928900	57440	Ehd3	Q9QXY6	30845	EHD3	Q9NZN3	HGNC:3244	YES	81837	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	4
MGI:1919282	57028	Pdxp	P60487;Q6IS27	57026	PDXP	A0A024R1I3;Q96GD0	HGNC:30259	YES	128660	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
MGI:1932376	81905	Cacng8	Q8VHW2	59283	CACNG8	Q8WXS5	HGNC:13628	YES	12894	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	4
MGI:1270129	15502	Dnaja1	P63037;Q5NTY0	3301	DNAJA1	P31689	HGNC:5229	YES	55588	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	4
MGI:1914502	67252	Cap2	Q9CYT6	10486	CAP2	P40123;Q5JPJ8;E9PDI2	HGNC:20039	YES	101397	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
MGI:95632	14415	Gad1	P48318;Q548L6;D3Z1L8	2571	GAD1	Q8IVA8;Q99259	HGNC:4092	YES	635	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	4
MGI:1926784	56370	Tagln3	Q9R1Q8	29114	TAGLN3	Q9UI15	HGNC:29868	YES	22337	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
MGI:1351340	108069	Grm3	Q9QYS2	2913	GRM3	A4D1D0;Q14832	HGNC:4595	YES	651	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	4
MGI:103016	19045	Ppp1ca	P62137	5499	PPP1CA	P62136	HGNC:9281	YES	105262	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	4
MGI:1934234	108083	Pip4k2b	Q3UJ95;Q80XI4	8396	PIP4K2B	P78356	HGNC:8998	YES	2634	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	4
MGI:107738	234663	Dync1li2	Q6PDL0	1783	DYNC1LI2	O43237;A0A024R6Z0;Q63HJ8	HGNC:2966	YES	4474	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	4
MGI:99605	12804	Cntfr	O88507;Q9D586	1271	CNTFR	P26992	HGNC:2170	YES	9619	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	4
MGI:104890	22070	Tpt1	P63028	7178	TPT1	A0A0B4J2C3;A0A024RDY2;P13693	HGNC:12022	YES	55730	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
