MGI.ID	MOUSE.ENTREZ.ID	MOUSE.GENE.NAME	HUMAN.ENTREZ.ID	HUMAN.GENE.NAME	RAT.ENTREZ.ID	RAT.GENE.NAME	COUGHENOUR_2004	MORCIANO_2005	BURRE_2006	TAKAMORI_2006	MORCIANO_2009	GORINI_2010	GRONBORG_2010	BOYKEN_2013	WILHELM_2014	WEINGARTEN_2014	TAOUFIQ_2020	TAOUFIQ_2020_SV_RESIDENTS	count
MGI:895149	11370	Acadvl	37	ACADVL	25363	Acadvl	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:1351627	27402	Pdhx	8050	PDHX	311254	Pdhx	0	0	0	0	0	0	1	1	0	0	0	0	2
MGI:1919802	72552	Hsdl1	83693	HSDL1	361418	Hsdl1	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:1351861	28295	Gatd3a	8209	GATD3A	294326	Gatd3a	0	0	0	0	0	0	1	1	0	0	1	0	3
MGI:1914166	66916	Ndufb7	4713	NDUFB7	361385	Ndufb7	0	0	0	0	0	0	0	1	0	0	0	0	1
MGI:1914238	66988	Lap3	51056	LAP3	289668	Lap3	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:2685870	381511	Pdp1	54704	PDP1	54705	Pdp1	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:2450248	223696	Tomm22	56993	TOMM22	300075	Tomm22	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:1915566	68316	Apoo	79135	APOO	363474	Apoo	0	0	0	0	0	0	0	1	0	0	0	0	1
MGI:1917436	70186	Fam162a	26355	FAM162A	360721	Fam162a	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:1345283	13358	Slc25a1	6576	SLC25A1	29743	Slc25a1	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:1915240	55951	Mpc1	51660	MPC1	171087	Mpc1	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:1923442	76192	Abhd12	26090	ABHD12	499913	Abhd12	0	0	0	0	0	0	1	1	0	0	1	0	3
MGI:2385163	228858	Gdap1l1	78997	GDAP1L1	311616	Gdap1l1	0	0	0	0	0	0	0	1	0	0	0	0	1
MGI:99923	16531	Kcnma1	3778	KCNMA1	83731	Kcnma1	0	0	0	0	0	1	0	1	0	0	0	0	2
MGI:1914703	67453	Slc25a46	91137	SLC25A46	291709	Slc25a46	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:2384892	214952	Rhot2	89941	RHOT2	287156	Rhot2	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:1343262	21856	Timm44	10469	TIMM44	29635	Timm44	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:2137681	94282	Sfxn5	94097	SFXN5	261737	Sfxn5	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:1915452	68202	Ndufa5	4698	NDUFA5	25488	Ndufa5	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:1096392	15165	Hcn1	348980	HCN1	84390	Hcn1	0	0	0	0	0	0	0	1	1	0	1	0	3
MGI:2443386	230935	Dnajc11	55735	DNAJC11	362666	Dnajc11	0	0	0	0	0	0	1	1	0	0	0	0	2
MGI:1921392	74142	Lonp1	9361	LONP1	170916	Lonp1	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:1344370	68197	Ndufc2	4718	NDUFC2	293130	Ndufc2	0	0	0	0	0	0	0	1	0	0	0	0	1
MGI:1913842	66592	Stoml2	30968	STOML2	298203	Stoml2	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:1913468	66218	Ndufb9	4715	NDUFB9	299954	Ndufb9	0	0	0	0	0	0	0	1	0	1	0	0	2
MGI:2442230	170731	Mfn2	9927	MFN2	64476	Mfn2	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:94893	109754	Cyb5r3	1727	CYB5R3	25035	Cyb5r3	0	0	0	0	0	0	0	1	1	0	1	0	3
MGI:103307	12297	Cacnb3	784	CACNB3	25297	Cacnb3	0	0	0	0	0	0	0	1	0	0	0	0	1
MGI:1913296	66046	Ndufb5	4711	NDUFB5	294964	Ndufb5	0	0	0	0	0	0	0	1	0	1	0	0	2
MGI:1915886	68636	Fahd1	81889	FAHD1	302980	Fahd1	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:1343135	17993	Ndufs4	4724	NDUFS4	499529	Ndufs4	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:2685385	545156	Kalrn	8997	KALRN	84009	Kalrn	0	0	0	0	0	0	0	1	0	0	0	0	1
MGI:2179733	246221	Mpst	4357	MPST	192172	Mpst	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:1919729	72479	Hsdl2	84263	HSDL2	313200	Hsdl2	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:1914514	67264	Ndufb8	4714	NDUFB8	293991	Ndufb8	0	0	0	0	0	0	0	1	0	1	0	0	2
MGI:1098749	238988	Erc2	26059	ERC2	259269	Erc2	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:1919267	72017	Cyb5r1	51706	CYB5R1	304805	Cyb5r1	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:108186	110695	Aldh7a1	501	ALDH7A1	291450	Aldh7a1	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:1919792	72542	Pgam5	192111	PGAM5	288731	Pgam5	0	0	0	0	0	0	0	1	1	0	1	0	3
MGI:1920040	381760	Ssbp1	6742	SSBP1	54304	Ssbp1	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:1913664	66414	Ndufa12	55967	NDUFA12	299739	Ndufa12	0	0	0	0	0	0	0	1	0	1	0	0	2
MGI:2443834	327814	Ppfia2	8499	PPFIA2	362876	Ppfia2	0	0	0	0	0	0	0	1	0	0	0	0	1
MGI:104631	22288	Utrn	7402	UTRN	25600	Utrn	0	0	0	0	0	0	0	1	0	0	0	0	1
MGI:2385131	227700	Sh3glb2	56904	SH3GLB2	311848	Sh3glb2	0	0	0	0	0	0	0	1	0	0	1	0	2
MGI:2385079	225887	Ndufs8	4728	NDUFS8	293652	Ndufs8	0	0	0	0	0	0	0	1	0	1	0	0	2
MGI:1915517	68267	Slc25a22	79751	SLC25A22	309111	Slc25a22	0	0	0	0	0	0	0	1	0	1	0	0	2
MGI:109533	11306	Abcb7	22	ABCB7	302395	Abcb7	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:2136460	93747	Echs1	1892	ECHS1	140547	Echs1	0	0	0	0	0	0	0	1	1	0	1	0	3
MGI:1929261	56462	Mtch1	23787	MTCH1	294313	Mtch1	0	0	0	0	0	0	0	1	0	0	0	0	1
MGI:2684983	230075	Ndufb6	4712	NDUFB6	297990	Ndufb6	0	0	0	0	0	0	0	1	0	1	0	0	2
MGI:103226	12867	Cox7c	1350	COX7C	100188937	Cox7c	0	0	0	0	0	0	0	1	1	0	1	0	3
MGI:1343103	17991	Ndufa2	4695	NDUFA2	291660	Ndufa2	0	0	0	0	0	0	0	1	0	0	0	0	1
MGI:105100	12388	Ctnnd1	1500	CTNND1	311163	Ctnnd1	0	0	0	0	0	0	0	1	0	0	1	0	2
MGI:1924879	77629	Sphkap	80309	SPHKAP	316561	Sphkap	0	0	0	0	0	0	0	1	0	0	0	0	1
MGI:107852	14724	Gp1bb	2812	GP1BB	116727	Gp1bb	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:88052	238055	Apob	338	APOB	54225	Apob	0	0	0	0	0	0	0	1	0	0	0	0	1
NA	NA	NA	474170	LRRC37A2	NA	NA	0	0	0	0	1	0	0	1	0	0	0	0	2
NA	NA	NA	374819	LRRC37A3	303556	Lrrc37a	0	0	0	0	1	0	0	1	0	0	0	0	2
NA	NA	NA	114659	LRRC37B	NA	NA	0	0	0	0	1	0	0	1	0	0	0	0	2
MGI:1915345	68095	Ociad1	54940	OCIAD1	289590	Ociad1	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:2682935	214531	Tmprss13	84000	TMPRSS13	300682	Tmprss13	0	0	0	1	0	0	0	1	0	0	0	0	2
MGI:1915376	68126	Fahd2a	51011	FAHD2A	296131	Fahd2a	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:1914272	229211	Acad9	28976	ACAD9	294973	Acad9	0	0	0	0	0	0	0	1	0	0	0	0	1
MGI:1919785	72535	Aldh1b1	219	ALDH1B1	298079	Aldh1b1	0	0	0	0	0	0	0	1	1	0	0	0	2
NA	NA	NA	219293	ATAD3C	NA	NA	0	0	0	0	1	0	0	1	0	0	0	0	2
MGI:103099	12861	Cox6a1	1337	COX6A1	25282	Cox6a1	0	0	0	0	0	0	0	1	0	1	0	0	2
NA	NA	NA	285849	COX6A1P2	NA	NA	0	0	0	0	1	0	0	1	0	0	0	0	2
MGI:1913392	66142	Cox7b	1349	COX7B	303393	Cox7b	0	0	0	0	0	0	0	1	0	1	0	0	2
MGI:95754	104277	Glud-ps	2747	GLUD2	NA	NA	0	0	0	0	1	0	0	1	0	0	0	0	2
MGI:1334417	17713	Grpel1	80273	GRPEL1	79563	Grpel1	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:1889802	58875	Hibadh	11112	HIBADH	63938	Hibadh	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:1917125	69875	Ndufa11	126328	NDUFA11	301123	Ndufa11	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:97394	18242	Oat	4942	OAT	64313	Oat	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:1914175	66925	Sdhd	6392	SDHD	363061	Sdhd	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:2442900	319880	Tmcc3	57458	TMCC3	314751	Tmcc3	0	0	0	0	0	0	1	1	0	0	0	0	2
MGI:2146836	268936	Brpf3	27154	BRPF3	309647	Brpf3	0	0	0	0	0	0	1	1	0	0	0	0	2
MGI:98790	21973	Top2a	7153	TOP2A	360243	Top2a	0	0	0	0	0	0	1	1	0	0	0	0	2
MGI:1915489	68239	Krt42	NA	NA	450231	Krt42	0	0	0	0	1	0	0	0	0	1	0	0	2
MGI:1346030	23934	Ly6h	4062	LY6H	300025	Ly6h	0	0	0	0	1	0	0	0	0	0	1	0	2
MGI:88113	11944	Atp4a	495	ATP4A	24216	Atp4a	0	0	0	0	1	1	0	0	0	0	0	0	2
MGI:1915444	68194	Ndufb4	4710	NDUFB4	288088	Ndufb4	0	0	0	0	1	0	0	0	0	0	0	0	1
MGI:97282	17968	Ncam2	4685	NCAM2	288280	Ncam2	0	0	0	0	1	0	0	0	0	0	1	0	2
MGI:88111	381290	Atp2b4	493	ATP2B4	29600	Atp2b4	0	0	0	0	1	0	0	0	1	0	1	0	3
MGI:2154090	140559	Igsf8	93185	IGSF8	304979	Igsf8	0	0	0	0	1	0	0	0	0	1	1	0	3
MGI:96915	17161	Maoa	4128	MAOA	29253	Maoa	0	0	0	0	1	0	0	0	1	0	1	0	3
NA	NA	NA	3045	HBD	NA	NA	0	0	0	0	1	0	0	0	1	0	0	0	2
NA	NA	NA	26795	SNORD54	NA	NA	0	0	0	0	1	0	0	0	1	0	0	0	2
NA	NA	NA	441531	PGAM4	NA	NA	0	0	0	0	1	0	0	0	1	0	0	0	2
MGI:1924307	77057	Ston1	11037	STON1	360202	Ston1	0	0	1	0	1	0	0	0	0	0	0	0	2
NA	NA	NA	100652748	TIMM23B	500650	Timm23b	0	0	0	0	1	0	0	0	1	0	0	0	2
MGI:1889006	57780	Fxyd7	53822	FXYD7	63848	Fxyd7	0	0	0	0	1	0	0	0	1	0	1	0	3
MGI:3615492	223262	Timm8a2	NA	NA	680794	Timm8a2	0	0	0	0	1	0	0	0	0	1	0	0	2
MGI:1888996	333883	Cd59b	966	CD59	25407	Cd59	0	0	0	0	0	0	1	0	1	0	1	0	3
MGI:1917497	70247	Psmd1	5707	PSMD1	83806	Psmd1	0	0	0	0	0	0	1	0	1	0	1	0	3
MGI:105089	15488	Hsd17b4	3295	HSD17B4	79244	Hsd17b4	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:1927184	64011	Nrgn	4900	NRGN	64356	Nrgn	0	0	0	0	0	0	0	0	1	1	1	0	3
MGI:1201378	11745	Anxa3	306	ANXA3	25291	Anxa3	1	0	0	0	0	0	0	0	1	0	1	0	3
MGI:104799	18611	Pea15a	8682	PEA15	364052	Pea15	0	0	0	0	0	0	0	0	1	1	0	0	2
MGI:1337100	22388	Wdr1	9948	WDR1	360950	Wdr1	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:1350927	26961	Rpl8	6132	RPL8	26962	Rpl8	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:1314653	17356	Mllt4	4301	MLLT4	26955	Afdn	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:1353436	30056	Timm9	26520	TIMM9	171139	Timm9	0	0	0	0	0	0	0	0	1	1	0	0	2
MGI:1344351	23859	Dlg2	1740	DLG2	64053	Dlg2	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:2444096	320472	Ppm1e	22843	PPM1E	360593	Ppm1e	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:1928344	56433	Vps29	51699	VPS29	288666	Vps29	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:1932576	83397	Akap12	9590	AKAP12	83425	Akap12	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:1922822	75572	Acyp2	98	ACYP2	364224	Acyp2	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:98890	22201	Uba1	7317	UBA1	314432	Uba1	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:107811	18164	Nptx1	4884	NPTX1	266777	Nptx1	0	0	0	0	0	0	1	0	1	0	1	0	3
MGI:2386030	242425	Gabbr2	9568	GABBR2	83633	Gabbr2	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:1921442	74192	Arpc5l	81873	ARPC5L	296710	Arpc5l	0	0	0	1	0	0	0	0	1	0	1	0	3
MGI:1343877	19896	Rpl10a	4736	RPL10A	81729	Rpl10a	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:102675	12971	Crym	1428	CRYM	117024	Crym	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:1914365	67115	Rpl14	9045	RPL14	65043	Rpl14	0	0	0	0	0	0	1	0	1	0	1	0	3
MGI:2442952	268932	Caskin1	57524	CASKIN1	140722	Caskin1	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:700006	13169	Dbnl	28988	DBNL	83527	Dbnl	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:106530	229791	Plppr4	9890	PLPPR4	295401	Plppr4	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:95808	14799	Gria1	2890	GRIA1	50592	Gria1	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:95621	14402	Gabrb3	2562	GABRB3	24922	Gabrb3	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:105110	16898	Rps2	6187	RPS2	83789	Rps2	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:1915089	67839	Gpsm1	26086	GPSM1	246254	Gpsm1	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:108025	19087	Prkar2a	5576	PRKAR2A	29699	Prkar2a	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:1915021	67771	Arpc5	10092	ARPC5	360854	Arpc5	0	0	0	1	0	0	0	0	1	0	1	0	3
MGI:99894	15387	Hnrnpk	3190	HNRNPK	117282	Hnrnpk	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:1860078	53382	Txnl1	9352	TXNL1	140922	Txnl1	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:2685104	238276	Akap5	9495	AKAP5	171026	Akap5	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:1930016	58234	Shank3	85358	SHANK3	59312	Shank3	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:1355330	236539	Phgdh	26227	PHGDH	58835	Phgdh	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:106484	52822	Rufy3	22902	RUFY3	360921	Rufy3	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:88059	11820	App	351	APP	54226	App	0	0	0	0	0	0	1	0	1	0	1	0	3
MGI:1924210	76960	Bcas1	8537	BCAS1	246755	Bcas1	0	0	0	0	0	0	0	0	1	1	1	0	3
MGI:102666	19060	Ppp5c	5536	PPP5C	65179	Ppp5c	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:1349482	26941	Slc9a3r1	9368	SLC9A3R1	59114	Slc9a3r1	0	0	0	0	0	0	0	0	1	1	1	0	3
MGI:98085	20014	Rpn2	6185	RPN2	64701	Rpn2	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:101848	14697	Gnb5	10681	GNB5	83579	Gnb5	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:88562	13033	Ctsd	1509	CTSD	171293	Ctsd	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:104581	14696	Gnb4	59345	GNB4	294962	Gnb4	0	0	0	1	0	0	0	0	1	0	1	0	3
MGI:107185	12465	Cct5	22948	CCT5	294864	Cct5	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:107932	407785	Ndufs6	4726	NDUFS6	679739	LOC679739	0	0	0	0	0	0	0	0	1	1	0	0	2
MGI:1339975	18479	Pak1	5058	PAK1	29431	Pak1	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:1913838	66588	Cmpk1	51727	CMPK1	298410	Cmpk1	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:1924058	76808	Rpl18a	6142	RPL18A	290641	Rpl18a	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:1333112	19384	Ran	5901	RAN	84509	Ran	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:109656	16796	Lasp1	3927	LASP1	29278	Lasp1	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:104880	19175	Psmb6	5694	PSMB6	29666	Psmb6	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:103575	21402	Skp1a	6500	SKP1	287280	Skp1	0	0	0	0	0	0	0	0	1	1	1	0	3
MGI:2147616	107260	Otub1	55611	OTUB1	314660	RGD1565010	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:106054	19179	Psmc1	5700	PSMC1	117263	Psmc1	0	0	0	1	0	0	0	0	1	0	1	0	3
MGI:1346089	24012	Rgs7	6000	RGS7	54296	Rgs7	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:87919	11519	Add2	119	ADD2	24171	Add2	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:95805	14784	Grb2	2885	GRB2	81504	Grb2	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:1917505	380686	Cnrip1	25927	CNRIP1	364208	Cnrip1	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:99434	11844	Arf5	381	ARF5	79117	Arf5	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:99511	19247	Ptpn11	5781	PTPN11	25622	Ptpn11	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:1860040	55992	Trim3	10612	TRIM3	83616	Trim3	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:104871	19046	Ppp1cb	5500	PPP1CB	25594	Ppp1cb	0	0	0	0	0	0	1	0	1	0	1	0	3
MGI:1923406	76156	Fam131b	9715	FAM131B	500102	Fam131b	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:1345143	23984	Pde10a	10846	PDE10A	63885	Pde10a	0	0	0	0	0	0	1	0	1	0	1	0	3
MGI:107956	20541	Slc8a1	6546	SLC8A1	29715	Slc8a1	0	0	0	0	0	0	1	0	1	0	1	0	3
MGI:1919053	71803	Slc25a18	83733	SLC25A18	681896	Slc25a18	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:101914	12308	Calb2	794	CALB2	117059	Calb2	0	0	0	0	0	0	0	0	1	1	1	0	3
MGI:1914309	67059	Ola1	29789	OLA1	296488	Ola1	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:3613677	243961	Shank1	50944	SHANK1	78957	Shank1	0	0	0	0	0	0	1	0	1	0	1	0	3
MGI:97744	18984	Por	5447	POR	29441	Por	0	0	1	0	0	0	0	0	1	0	1	0	3
MGI:1928900	57440	Ehd3	30845	EHD3	192249	Ehd3	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:1919282	57028	Pdxp	57026	PDXP	727679	Pdxp	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:1932376	81905	Cacng8	59283	CACNG8	140729	Cacng8	0	0	1	0	0	0	0	0	1	0	1	0	3
MGI:1270129	15502	Dnaja1	3301	DNAJA1	65028	Dnaja1	0	0	0	0	0	0	1	0	1	0	1	0	3
MGI:1914502	67252	Cap2	10486	CAP2	116653	Cap2	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:95632	14415	Gad1	2571	GAD1	24379	Gad1	0	0	0	0	0	0	1	0	1	0	1	0	3
MGI:1926784	56370	Tagln3	29114	TAGLN3	63837	Tagln3	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:1351340	108069	Grm3	2913	GRM3	24416	Grm3	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:103016	19045	Ppp1ca	5499	PPP1CA	24668	Ppp1ca	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:1934234	108083	Pip4k2b	8396	PIP4K2B	89812	Pip4k2b	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:107738	234663	Dync1li2	1783	DYNC1LI2	81655	Dync1li2	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:99605	12804	Cntfr	1271	CNTFR	313173	Cntfr	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:104890	22070	Tpt1	7178	TPT1	116646	Tpt1	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:2384560	234734	Aars	16	AARS	292023	Aars	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:1342005	108156	Mthfd1	4522	MTHFD1	64300	Mthfd1	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:104872	19047	Ppp1cc	5501	PPP1CC	24669	Ppp1cc	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:1351352	108147	Atic	471	ATIC	81643	Atic	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:2659021	218194	Phactr1	221692	PHACTR1	306844	Phactr1	0	0	1	0	0	0	0	0	1	0	1	0	3
MGI:2387581	217124	Ppp1r9b	84687	PPP1R9B	84686	Ppp1r9b	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:1927578	58994	Smpd3	55512	SMPD3	94338	Smpd3	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:95787	14708	Gng7	2788	GNG7	58979	Gng7	0	0	0	0	0	0	1	0	1	0	1	0	3
MGI:1913304	66054	Cndp2	55748	CNDP2	291394	Cndp2	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:1917188	69938	Scrn1	9805	SCRN1	502776	Scrn1	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:1927558	57423	Atp5j2	9551	ATP5J2	690441	Atp5mf	0	0	0	0	0	0	0	0	1	1	0	0	2
MGI:1915128	67878	Tmem33	55161	TMEM33	59303	Tmem33	0	0	0	0	0	0	1	0	1	0	1	0	3
MGI:1927550	56418	Ykt6	10652	YKT6	64351	Ykt6	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:1927636	11837	Rplp0	6175	RPLP0	64205	Rplp0	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:106581	22088	Tsg101	7251	TSG101	292925	Tsg101	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:1923396	228960	Stx16	8675	STX16	362283	Stx16	0	0	0	1	0	0	0	0	1	0	1	1	3
MGI:97143	17357	Marcksl1	65108	MARCKSL1	81520	Marcksl1	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:1194504	16513	Kcnj10	3766	KCNJ10	29718	Kcnj10	0	0	0	0	0	0	1	0	1	0	0	0	2
MGI:1913764	66514	Asrgl1	80150	ASRGL1	246307	Asrgl1	0	0	0	0	0	0	1	0	1	0	0	0	2
MGI:97178	17758	Map4	4134	MAP4	367171	Map4	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:1929461	330814	Adgrl1	22859	ADGRL1	65096	Adgrl1	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:1337006	12950	Hapln1	1404	HAPLN1	29331	Hapln1	0	0	0	0	0	0	0	0	1	1	0	0	2
MGI:2135609	108030	Lin7a	8825	LIN7A	85327	Lin7a	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:1355335	50876	Tmod2	29767	TMOD2	58814	Tmod2	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:2441982	214579	Aldh5a1	7915	ALDH5A1	291133	Aldh5a1	0	0	0	0	0	0	0	0	1	1	0	0	2
MGI:1095401	15473	Rida	10247	RIDA	65151	Rida	0	0	0	0	0	0	0	0	1	1	0	0	2
MGI:3042273	386649	Nsfl1c	55968	NSFL1C	83809	Nsfl1c	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:2137336	108100	Baiap2	10458	BAIAP2	117542	Baiap2	0	0	0	0	0	0	0	0	1	1	1	0	3
MGI:1860437	56177	Olfm1	10439	OLFM1	93667	Olfm1	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:1096389	18191	Nrxn3	9369	NRXN3	116508	Nrxn3	0	0	0	0	0	0	1	0	1	0	1	0	3
MGI:1347009	26442	Psma5	5686	PSMA5	29672	Psma5	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:1890149	59069	Tpm3	7170	TPM3	117557	Tpm3	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:96982	17319	Mif	4282	MIF	81683	Mif	0	0	0	0	0	0	0	0	1	1	1	0	3
MGI:1917814	70564	Fam213a	84293	FAM213A	361118	Prxl2a	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:1333753	18571	Pdcd6ip	10015	PDCD6IP	501083	Pdcd6ip	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:1914318	67068	Dynlrb1	83658	DYNLRB1	170714	Dynlrb1	0	0	0	0	0	0	0	0	1	1	0	0	2
MGI:1927133	63985	Gmfb	2764	GMFB	81661	Gmfb	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:106227	12340	Capza1	829	CAPZA1	691149	Capza1	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:1919840	72590	Ppme1	51400	PPME1	361613	Ppme1	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:1920344	73094	Sgip1	84251	SGIP1	313413	Sgip1	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:1928503	171469	Gpr37l1	9283	GPR37L1	252939	Gpr37l1	0	0	0	1	0	0	0	0	1	0	1	0	3
MGI:105922	270106	Rpl13	6137	RPL13	81765	Rpl13	0	0	0	1	0	0	0	0	1	0	0	0	2
MGI:1096331	20513	Slc1a6	6511	SLC1A6	84012	Slc1a6	0	0	0	0	0	0	0	0	1	0	0	0	1
MGI:1859545	54525	Syt7	9066	SYT7	59267	Syt7	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:2385656	94180	Acsbg1	23205	ACSBG1	171410	Acsbg1	0	0	0	0	0	0	0	0	1	1	1	0	3
MGI:1926943	192113	Atp12a	479	ATP12A	171028	Atp12a	0	0	0	0	0	0	1	0	1	0	0	0	2
MGI:98817	22027	Hsp90b1	7184	HSP90B1	362862	Hsp90b1	0	0	0	0	0	0	0	0	1	0	1	0	2
MGI:102854	100503670	Rpl5	6125	RPL5	81763	Rpl5	0	0	0	0	0	0	1	0	1	0	1	0	3
MGI:1353654	30930	Vps26a	9559	VPS26A	361846	Vps26a	0	0	0	0	0	0	0	0	1	0	0	0	1
