"PMID","Year","Title","Source","Author","Name"
28502725,"2017","Molecular Diagnosis of Mosaic Overgrowth Syndromes Using a Custom-Designed Next-Generation Sequencing Panel.","J Mol Diagn","Chang F, Liu L, Fang E, Zhang G, Chen T, Cao K, Li Y, Li MM, Li MM","CHANG_2017"
28566443,"2017","Hypoinsulinaemic, hypoketotic hypoglycaemia due to mosaic genetic activation of PI3-kinase.","Eur J Endocrinol","Leiter SM, Parker VER, Welters A, Knox R, Rocha N, Clark G, Payne F, Lotta L, Harris J, Guerrero-Fernández J, González-Casado I, García-Miñaur S, Gordo G, Wareham N, Martínez-Glez V, Allison M, O'Rahilly S, Barroso I, Meissner T, Davies S, Hussain K, Temple K, Barreda-Bonis AC, Kummer S, Semple RK, Semple RK","LEITER_2017"
28631894,"2017","SERPINI1 pathogenic variants: An emerging cause of childhood-onset progressive myoclonic epilepsy.","Am J Med Genet A","Ranza E, Garcia-Tarodo S, Varvagiannis K, Guipponi M, Lobrinus JA, Bottani A, Kern I, Kurian M, Pittet MP, Antonarakis SE, Fluss J, Korff CM, Korff CM","RANZA_2017"
28834584,"2017","A de novo dominant mutation in KIF1A associated with axonal neuropathy, spasticity and autism spectrum disorder.","J Peripher Nerv Syst","Tomaselli PJ, Rossor AM, Horga A, Laura M, Blake JC, Houlden H, Reilly MM, Reilly MM","TOMASELLI_2017"
28891213,"2017","Identification of novel mutations in the HbF repressor gene BCL11A in patients with autism and intelligence disabilities.","Am J Hematol","Cai T, Chen X, Li J, Xiang B, Yang L, Liu Y, Chen Q, He Z, Sun K, Liu PP, Liu PP","CAI_2017"
28940310,"2018","Single-center experience of N-linked Congenital Disorders of Glycosylation with a Summary of Molecularly Characterized Cases in Arabs.","Ann Hum Genet","Bastaki F, Bizzari S, Hamici S, Nair P, Mohamed M, Saif F, Malik EM, Al-Ali MT, Hamzeh AR, Hamzeh AR","BASTAKI_2018"
28960836,"2018","BCL11A frameshift mutation associated with dyspraxia and hypotonia affecting the fine, gross, oral, and speech motor systems.","Am J Med Genet A","Soblet J, Dimov I, Graf von Kalckreuth C, Cano-Chervel J, Baijot S, Pelc K, Sottiaux M, Vilain C, Smits G, Deconinck N, Deconinck N","SOBLET_2018"
29209020,"2018","A genotype-first approach identifies an intellectual disability-overweight syndrome caused by PHIP haploinsufficiency.","Eur J Hum Genet","Jansen S, Hoischen A, Coe BP, Carvill GL, Van Esch H, Bosch DGM, Andersen UA, Baker C, Bauters M, Bernier RA, van Bon BW, Claahsen-van der Grinten HL, Gecz J, Gilissen C, Grillo L, Hackett A, Kleefstra T, Koolen D, Kvarnung M, Larsen MJ, Marcelis C, McKenzie F, Monin ML, Nava C, Schuurs-Hoeijmakers JH, Pfundt R, Steehouwer M, Stevens SJC, Stumpel CT, Vansenne F, Vinci M, van de Vorst M, Vries P, Witherspoon K, Veltman JA, Brunner HG, Mefford HC, Romano C, Vissers LELM, Eichler EE, de Vries BBA, de Vries BBA","JANSEN_2018"
30144970,"2019","A novel DDC gene deletion mutation in two Chinese mainland siblings with aromatic l-amino acid decarboxylase deficiency.","Brain Dev","Dai L, Ding C, Fang F, Fang F","DAI_2019"
30385166,"2019","PEHO syndrome: KIF1A mutation and decreased activity of mitochondrial respiratory chain complex.","J Clin Neurosci","Samanta D, Gokden M, Gokden M","SAMANTA_2019"
30500859,"2018","Identification of candidate gene FAM183A and novel pathogenic variants in known genes: High genetic heterogeneity for autosomal recessive intellectual disability.","PLoS One","McSherry M, Masih KE, Elcioglu NH, Celik P, Balci O, Cengiz FB, Nunez D, Sineni CJ, Seyhan S, Kocaoglu D, Guo S, Duman D, Bademci G, Tekin M, Tekin M","MCSHERRY_2018"
30740725,"2019","International clinical guidelines for the management of phosphomannomutase 2-congenital disorders of glycosylation: Diagnosis, treatment and follow up.","J Inherit Metab Dis","Altassan R, Péanne R, Jaeken J, Barone R, Bidet M, Borgel D, Brasil S, Cassiman D, Cechova A, Coman D, Corral J, Correia J, de la Morena-Barrio ME, de Lonlay P, Dos Reis V, Ferreira CR, Fiumara A, Francisco R, Freeze H, Funke S, Gardeitchik T, Gert M, Girad M, Giros M, Grünewald S, Hernández-Caselles T, Honzik T, Hutter M, Krasnewich D, Lam C, Lee J, Lefeber D, Marques-de-Silva D, Martinez AF, Moravej H, Õunap K, Pascoal C, Pascreau T, Patterson M, Quelhas D, Raymond K, Sarkhail P, Schiff M, Seroczyńska M, Serrano M, Seta N, Sykut-Cegielska J, Thiel C, Tort F, Vals MA, Videira P, Witters P, Zeevaert R, Morava E, Morava E","ALTASSAN_2019"
30940925,"2019","Biallelic loss-of-function P4HTM gene variants cause hypotonia, hypoventilation, intellectual disability, dysautonomia, epilepsy, and eye abnormalities (HIDEA syndrome).","Genet Med","Rahikkala E, Myllykoski M, Hinttala R, Vieira P, Nayebzadeh N, Weiss S, Plomp AS, Bittner RE, Kurki MI, Kuismin O, Lewis AM, Väisänen ML, Kokkonen H, Westermann J, Bernert G, Tuominen H, Palotie A, Aaltonen L, Yang Y, Potocki L, Moilanen J, van Koningsbruggen S, Wang X, Schmidt WM, Koivunen P, Uusimaa J, Uusimaa J","RAHIKKALA_2019"
31167805,"2019","Clinical and genetic characterization of individuals with predicted deleterious <i>PHIP</i> variants.","Cold Spring Harb Mol Case Stud","Craddock KE, Okur V, Wilson A, Gerkes EH, Ramsey K, Heeley JM, Juusola J, Vitobello A, Dupeyron MB, Faivre L, Chung WK, Chung WK","CRADDOCK_2019"
31184401,"2019","Novel mutations in NLGN3 causing autism spectrum disorder and cognitive impairment.","Hum Mutat","Quartier A, Courraud J, Thi Ha T, McGillivray G, Isidor B, Rose K, Drouot N, Savidan MA, Feger C, Jagline H, Chelly J, Shaw M, Laumonnier F, Gecz J, Mandel JL, Piton A, Piton A","QUARTIER_2019"
31353023,"2019","De Novo Heterozygous POLR2A Variants Cause a Neurodevelopmental Syndrome with Profound Infantile-Onset Hypotonia.","Am J Hum Genet","Haijes HA, Koster MJE, Rehmann H, Li D, Hakonarson H, Cappuccio G, Hancarova M, Lehalle D, Reardon W, Schaefer GB, Lehman A, van de Laar IMBH, Tesselaar CD, Turner C, Goldenberg A, Patrier S, Thevenon J, Pinelli M, Brunetti-Pierri N, Prchalová D, Havlovicová M, Vlckova M, Sedláček Z, Lopez E, Ragoussis V, Pagnamenta AT, Kini U, Vos HR, van Es RM, van Schaik RFMA, van Essen TAJ, Kibaek M, Taylor JC, Sullivan J, Shashi V, Petrovski S, Fagerberg C, Martin DM, van Gassen KLI, Pfundt R, Falk MJ, McCormick EM, Timmers HTM, van Hasselt PM, van Hasselt PM","HAIJES_2019"
31813911,"2020","A Novel de novo KIF1A Mutation in a Patient with Autism, Hyperactivity, Epilepsy, Sensory Disturbance, and Spastic Paraplegia.","Intern Med","Kurihara M, Ishiura H, Bannai T, Mitsui J, Yoshimura J, Morishita S, Hayashi T, Shimizu J, Toda T, Tsuji S, Tsuji S","KURIHARA_2020"
32096284,"2020","KIF1A-related disorders in children: A wide spectrum of central and peripheral nervous system involvement.","J Peripher Nerv Syst","Nemani T, Steel D, Kaliakatsos M, DeVile C, Ververi A, Scott R, Getov S, Sudhakar S, Male A, Mankad K, Genomics England Research Consortium., Muntoni F, Reilly MM, Kurian MA, Carr L, Munot P, Munot P","NEMANI_2020"
3239563,"1988","Mental retardation, distinct facial changes, short stature, obesity, and hypogonadism: a new X-linked mental retardation syndrome.","Am J Med Genet","Chudley AE, Lowry RB, Hoar DI, Hoar DI","CHUDLEY_1988"
32492392,"2020","Exome Sequencing Identifies Genes and Gene Sets Contributing to Severe Childhood Obesity, Linking PHIP Variants to Repressed POMC Transcription.","Cell Metab","Marenne G, Hendricks AE, Perdikari A, Bounds R, Payne F, Keogh JM, Lelliott CJ, Henning E, Pathan S, Ashford S, Bochukova EG, Mistry V, Daly A, Hayward C, INTERVAL, UK10K Consortium., Wareham NJ, O'Rahilly S, Langenberg C, Wheeler E, Zeggini E, Farooqi IS, Barroso I, Barroso I","MARENNE_2020"
33665635,"2021","Germline mutation in <i>POLR2A</i>: a heterogeneous, multi-systemic developmental disorder characterized by transcriptional dysregulation.","HGG Adv","Hansen AW, Arora P, Khayat MM, Smith LJ, Lewis AM, Rossetti LZ, Jayaseelan J, Cristian I, Haynes D, DiTroia S, Meeks N, Delgado MR, Rosenfeld JA, Pais L, White SM, Meng Q, Pehlivan D, Liu P, Gingras MC, Wangler MF, Muzny DM, Lupski JR, Kaplan CD, Gibbs RA, Gibbs RA","HANSEN_2021"
35328024,"2022","Complex Autism Spectrum Disorder with Epilepsy, Strabismus and Self-Injurious Behaviors in a Patient with a De Novo Heterozygous <i>POLR2A</i> Variant.","Genes (Basel)","Evans DR, Qiao Y, Trost B, Calli K, Martell S, Jones SJM, Scherer SW, Lewis MES, Lewis MES","EVANS_2022"
7697714,"1995","Mutations in a putative global transcriptional regulator cause X-linked mental retardation with alpha-thalassemia (ATR-X syndrome).","Cell","Gibbons RJ, Picketts DJ, Villard L, Higgs DR, Higgs DR","GIBBONS_1995"
8644709,"1996","Splicing mutation in the ATR-X gene can lead to a dysmorphic mental retardation phenotype without alpha-thalassemia.","Am J Hum Genet","Villard L, Toutain A, Lossi AM, Gecz J, Houdayer C, Moraine C, Fontès M, Fontès M","VILLARD_1996"
9140401,"1997","Mutations in PMM2, a phosphomannomutase gene on chromosome 16p13, in carbohydrate-deficient glycoprotein type I syndrome (Jaeken syndrome).","Nat Genet","Matthijs G, Schollen E, Pardon E, Veiga-Da-Cunha M, Jaeken J, Cassiman JJ, Van Schaftingen E, Van Schaftingen E","MATTHIJS_1997"
9497260,"1998","Lack of homozygotes for the most frequent disease allele in carbohydrate-deficient glycoprotein syndrome type 1A.","Am J Hum Genet","Matthijs G, Schollen E, Van Schaftingen E, Cassiman JJ, Jaeken J, Jaeken J","MATTHIJS_1998"
9781039,"1998","Absence of homozygosity for predominant mutations in PMM2 in Danish patients with carbohydrate-deficient glycoprotein syndrome type 1.","Eur J Hum Genet","Kjaergaard S, Skovby F, Schwartz M, Schwartz M","KJAERGAARD_1998"
10191107,"1999","Genotype-phenotype correlations in neuronal ceroid lipofuscinosis due to palmitoyl-protein thioesterase deficiency.","Mol Genet Metab","Hofmann SL, Das AK, Yi W, Lu JY, Wisniewski KE, Wisniewski KE","HOFMANN_1999"
10477428,"1999","Molecular basis of the neuronal ceroid lipofuscinoses: mutations in CLN1, CLN2, CLN3, and CLN5.","Hum Mutat","Mole SE, Mitchison HM, Munroe PB, Munroe PB","MOLE_1999"
10649502,"2000","Identification of three novel mutations of the palmitoyl-protein thioesterase-1 (PPT1) gene in children with neuronal ceroid-lipofuscinosis.","Hum Mutat","Waliany S, Das AK, Gaben A, Wisniewski KE, Hofmann SL, Hofmann SL","WALIANY_2000"
10679943,"2000","Detection of eight novel palmitoyl protein thioesterase (PPT) mutations underlying infantile neuronal ceroid lipofuscinosis (INCL;CLN1).","Hum Mutat","Salonen T, Järvelä I, Peltonen L, Jalanko A, Jalanko A","SALONEN_2000"
10781062,"2000","The crystal structure of palmitoyl protein thioesterase 1 and the molecular basis of infantile neuronal ceroid lipofuscinosis.","Proc Natl Acad Sci U S A","Bellizzi JJ 3rd, Widom J, Kemp C, Lu JY, Das AK, Hofmann SL, Clardy J, Clardy J","BELLIZZI_JJ_2000"
11073228,"2000","Neuronal ceroid lipofuscinoses: research update.","Neurol Sci","Wisniewski KE, Kida E, Connell F, Zhong N, Zhong N","WISNIEWSKI_2000"
11440996,"2001","Biochemical analysis of mutations in palmitoyl-protein thioesterase causing infantile and late-onset forms of neuronal ceroid lipofuscinosis.","Hum Mol Genet","Das AK, Lu JY, Hofmann SL, Hofmann SL","DAS_2001"
11506414,"2001","Adult neuronal ceroid lipofuscinosis with palmitoyl-protein thioesterase deficiency: first adult-onset patients of a childhood disease.","Ann Neurol","van Diggelen OP, Thobois S, Tilikete C, Zabot MT, Keulemans JL, van Bunderen PA, Taschner PE, Losekoot M, Voznyi YV, Voznyi YV","VAN_DIGGELEN_2001"
11589012,"2001","New mutations in the neuronal ceroid lipofuscinosis genes.","Eur J Paediatr Neurol","Mole SE, Zhong NA, Sarpong A, Logan WP, Hofmann S, Yi W, Franken PF, van Diggelen OP, Breuning MH, Moroziewicz D, Ju W, Salonen T, Holmberg V, Järvelä I, Taschner PE, Taschner PE","MOLE_2001"
12382155,"2002","A novel mutation in the CLN1 gene in a patient with juvenile neuronal ceroid lipofuscinosis.","J Neurol","Mazzei R, Conforti FL, Magariello A, Bravaccio C, Militerni R, Gabriele AL, Sampaolo S, Patitucci A, Di Iorio G, Muglia M, Quattrone A, Quattrone A","MAZZEI_2002"
12612583,"2003","Localized mutations in the gene encoding the cytoskeletal protein filamin A cause diverse malformations in humans.","Nat Genet","Robertson SP, Twigg SR, Sutherland-Smith AJ, Biancalana V, Gorlin RJ, Horn D, Kenwrick SJ, Kim CA, Morava E, Newbury-Ecob R, Orstavik KH, Quarrell OW, Schwartz CE, Shears DJ, Suri M, Kendrick-Jones J, Wilkie AO, OPD-spectrum Disorders Clinical Collaborative Group., Wilkie AO","ROBERTSON_2003"
15300250,"2004","Mutations in a new member of the chromodomain gene family cause CHARGE syndrome.","Nat Genet","Vissers LE, van Ravenswaaij CM, Admiraal R, Hurst JA, de Vries BB, Janssen IM, van der Vliet WA, Huys EH, de Jong PJ, Hamel BC, Schoenmakers EF, Brunner HG, Veltman JA, van Kessel AG, van Kessel AG","VISSERS_2004"
15772097,"2005","Neonatal epileptic encephalopathy caused by mutations in the PNPO gene encoding pyridox(am)ine 5'-phosphate oxidase.","Hum Mol Genet","Mills PB, Surtees RA, Champion MP, Beesley CE, Dalton N, Scambler PJ, Heales SJ, Briddon A, Scheimberg I, Hoffmann GF, Zschocke J, Clayton PT, Clayton PT","MILLS_2005"
16027742,"2005","Haplotypes in the gene encoding protein kinase c-beta (PRKCB1) on chromosome 16 are associated with autism.","Mol Psychiatry","Philippi A, Roschmann E, Tores F, Lindenbaum P, Benajou A, Germain-Leclerc L, Marcaillou C, Fontaine K, Vanpeene M, Roy S, Maillard S, Decaulne V, Saraiva JP, Brooks P, Rousseau F, Hager J, Hager J","PHILIPPI_2005"
16439621,"2006","Germline mutations in genes within the MAPK pathway cause cardio-facio-cutaneous syndrome.","Science","Rodriguez-Viciana P, Tetsu O, Tidyman WE, Estep AL, Conger BA, Cruz MS, McCormick F, Rauen KA, Rauen KA","RODRIGUEZ-VICIANA_2006"
16759889,"2006","Novel CLN1 mutation in two Italian sibs with late infantile neuronal ceroid lipofuscinosis.","Eur J Paediatr Neurol","Bonsignore M, Tessa A, Di Rosa G, Piemonte F, Dionisi-Vici C, Simonati A, Calamoneri F, Tortorella G, Santorelli FM, Santorelli FM","BONSIGNORE_2006"
17261688,"2007","Adult neuronal ceroid lipofuscinosis caused by deficiency in palmitoyl protein thioesterase 1.","Neurology","Ramadan H, Al-Din AS, Ismail A, Balen F, Varma A, Twomey A, Watts R, Jackson M, Anderson G, Green E, Mole SE, Mole SE","RAMADAN_2007"
17384640,"2007","Mitochondrial aspartyl-tRNA synthetase deficiency causes leukoencephalopathy with brain stem and spinal cord involvement and lactate elevation.","Nat Genet","Scheper GC, van der Klok T, van Andel RJ, van Berkel CG, Sissler M, Smet J, Muravina TI, Serkov SV, Uziel G, Bugiani M, Schiffmann R, Krägeloh-Mann I, Smeitink JA, Florentz C, Van Coster R, Pronk JC, van der Knaap MS, van der Knaap MS","SCHEPER_2007"
17551924,"2007","Further delineation of the phenotype resulting from BRAF or MEK1 germline mutations helps differentiate cardio-facio-cutaneous syndrome from Costello syndrome.","Am J Med Genet A","Gripp KW, Lin AE, Nicholson L, Allen W, Cramer A, Jones KL, Kutz W, Peck D, Rebolledo MA, Wheeler PG, Wilson W, Al-Rahawan MM, Stabley DL, Sol-Church K, Sol-Church K","GRIPP_2007"
17565660,"2007","Glycosylation, transport, and complex formation of palmitoyl protein thioesterase 1 (PPT1)--distinct characteristics in neurons.","BMC Cell Biol","Lyly A, von Schantz C, Salonen T, Kopra O, Saarela J, Jauhiainen M, Kyttälä A, Jalanko A, Jalanko A","LYLY_2007"
17906881,"2007","Novel POMGnT1 mutations define broader phenotypic spectrum of muscle-eye-brain disease.","Neurogenetics","Hehr U, Uyanik G, Gross C, Walter MC, Bohring A, Cohen M, Oehl-Jaschkowitz B, Bird LM, Shamdeen GM, Bogdahn U, Schuierer G, Topaloglu H, Aigner L, Lochmüller H, Winkler J, Winkler J","HEHR_2007"
17981815,"2008","Germline mutations of MEK in cardio-facio-cutaneous syndrome are sensitive to MEK and RAF inhibition: implications for therapeutic options.","Hum Mol Genet","Senawong T, Phuchareon J, Ohara O, McCormick F, Rauen KA, Tetsu O, Tetsu O","SENAWONG_2008"
18296573,"2008","Pyridoxal phosphate-dependent neonatal epileptic encephalopathy.","Arch Dis Child Fetal Neonatal Ed","Bagci S, Zschocke J, Hoffmann GF, Bast T, Klepper J, Müller A, Heep A, Bartmann P, Franz AR, Franz AR","BAGCI_2008"
18485777,"2008","PNPO deficiency: an under diagnosed inborn error of pyridoxine metabolism.","Mol Genet Metab","Khayat M, Korman SH, Frankel P, Weintraub Z, Hershckowitz S, Sheffer VF, Elisha MB, Wevers RA, Falik-Zaccai TC, Falik-Zaccai TC","KHAYAT_2008"
19302939,"2009","Variant late infantile neuronal ceroid lipofuscinosis because of CLN1 mutations.","Pediatr Neurol","Simonati A, Tessa A, Bernardina BD, Biancheri R, Veneselli E, Tozzi G, Bonsignore M, Grosso S, Piemonte F, Santorelli FM, Santorelli FM","SIMONATI_2009"
19592391,"2010","DARS2 mutations in mitochondrial leucoencephalopathy and multiple sclerosis.","J Med Genet","Isohanni P, Linnankivi T, Buzkova J, Lönnqvist T, Pihko H, Valanne L, Tienari PJ, Elovaara I, Pirttilä T, Reunanen M, Koivisto K, Marjavaara S, Suomalainen A, Suomalainen A","ISOHANNI_2010"
19941651,"2009","Novel interactions of CLN5 support molecular networking between Neuronal Ceroid Lipofuscinosis proteins.","BMC Cell Biol","Lyly A, von Schantz C, Heine C, Schmiedt ML, Sipilä T, Jalanko A, Kyttälä A, Kyttälä A","LYLY_2009"
20506600,"1993","Leukoencephalopathy with Brain Stem and Spinal Cord Involvement and Lactate Elevation","","Engelen M, Abbink TEM, Salomons GS, van der Knaap MS, Adam MP, Everman DB, Mirzaa GM, Pagon RA, Wallace SE, Bean LJH, Gripp KW, Amemiya A, van der Knaap MS","ENGELEN_1993"
21292558,"2011","Electroencephalographic and seizure manifestations of pyridoxal 5'-phosphate-dependent epilepsy.","Epilepsy Behav","Veerapandiyan A, Winchester SA, Gallentine WB, Smith EC, Kansagra S, Hyland K, Mikati MA, Mikati MA","VEERAPANDIYAN_2011"
21499717,"2011","Juvenile neuronal ceroid lipofuscinosis: clinical course and genetic studies in Spanish patients.","J Inherit Metab Dis","Pérez-Poyato MS, Milà Recansens M, Ferrer Abizanda I, Montero Sánchez R, Rodríguez-Revenga L, Cusí Sánchez V, García González MM, Domingo Jiménez R, Camino León R, Velázquez Fragua R, Martínez-Bermejo A, Pineda Marfà M, Pineda Marfà M","PÉREZ-POYATO_2011"
22387303,"2012","Infantile neuronal ceroid lipofuscinosis: follow-up on a Spanish series.","Gene","Pérez Poyato MS, Milá Recansens M, Ferrer Abizanda I, Domingo Jiménez R, López Lafuente A, Cusí Sánchez V, Rodriguez-Revenga L, Coll Rosell MJ, Gort L, Póo Argüelles P, Pineda Marfa M, Pineda Marfa M","PÉREZ_POYATO_2012"
22566635,"2012","A common X-linked inborn error of carnitine biosynthesis may be a risk factor for nondysmorphic autism.","Proc Natl Acad Sci U S A","Celestino-Soper PB, Violante S, Crawford EL, Luo R, Lionel AC, Delaby E, Cai G, Sadikovic B, Lee K, Lo C, Gao K, Person RE, Moss TJ, German JR, Huang N, Shinawi M, Treadwell-Deering D, Szatmari P, Roberts W, Fernandez B, Schroer RJ, Stevenson RE, Buxbaum JD, Betancur C, Scherer SW, Sanders SJ, Geschwind DH, Sutcliffe JS, Hurles ME, Wanders RJ, Shaw CA, Leal SM, Cook EH Jr, Goin-Kochel RP, Vaz FM, Beaudet AL, Beaudet AL","CELESTINO-SOPER_2012"
22581936,"2012","Clinical application of exome sequencing in undiagnosed genetic conditions.","J Med Genet","Need AC, Shashi V, Hitomi Y, Schoch K, Shianna KV, McDonald MT, Meisler MH, Goldstein DB, Goldstein DB","NEED_2012"
22843165,"2012","Leukoencephalopathy with brain stem and spinal cord involvement (and high lactate): raising the bar for diagnosis.","J Neurol","Moore SA, Kumar N, Gavrilova RH, Gavrilova RH","MOORE_2012"
22858719,"2013","Regions of homozygosity identified by SNP microarray analysis aid in the diagnosis of autosomal recessive disease and incidentally detect parental blood relationships.","Genet Med","Sund KL, Zimmerman SL, Thomas C, Mitchell AL, Prada CE, Grote L, Bao L, Martin LJ, Smolarek TA, Smolarek TA","SUND_2013"
23065766,"2012","Early-onset LBSL: how severe does it get?","Neuropediatrics","Steenweg ME, van Berge L, van Berkel CG, de Coo IF, Temple IK, Brockmann K, Mendonça CI, Vojta S, Kolk A, Peck D, Carr L, Uziel G, Feigenbaum A, Blaser S, Scheper GC, van der Knaap MS, van der Knaap MS","STEENWEG_2012"
23374165,"2013","Molecular epidemiology of childhood neuronal ceroid-lipofuscinosis in Italy.","Orphanet J Rare Dis","Santorelli FM, Garavaglia B, Cardona F, Nardocci N, Bernardina BD, Sartori S, Suppiej A, Bertini E, Claps D, Battini R, Biancheri R, Filocamo M, Pezzini F, Simonati A, Simonati A","SANTORELLI_2013"
23419474,"2013","Seizures with decreased levels of pyridoxal phosphate in cerebrospinal fluid.","Pediatr Neurol","Goyal M, Fequiere PR, McGrath TM, Hyland K, Hyland K","GOYAL_2013"
23652419,"2013","Impaired information-processing speed and working memory in leukoencephalopathy with brainstem and spinal cord involvement and elevated lactate (LBSL) and DARS2 mutations: a report of three adult patients.","J Neurol","Martikainen MH, Ellfolk U, Majamaa K, Majamaa K","MARTIKAINEN_2013"
23722905,"2013","PRKDC mutations in a SCID patient with profound neurological abnormalities.","J Clin Invest","Woodbine L, Neal JA, Sasi NK, Shimada M, Deem K, Coleman H, Dobyns WB, Ogi T, Meek K, Davies EG, Jeggo PA, Jeggo PA","WOODBINE_2013"
23772246,"2013","Novel CLN1 mutation with atypical juvenile neuronal ceroid lipofuscinosis.","J Pediatr Neurosci","Khan A, Chieng KS, Baheerathan A, Hussain N, Gosalakkal J, Gosalakkal J","KHAN_2013"
24005482,"2014","A case with leukoencephalopathy with brainstem and spinal cord involvement and elevated lactate (LBSL) with Its Characteristic Clinical and Neuroimaging Findings.","Clin Neuroradiol","Alibas H, Koytak PK, Ekinci G, Uluc K, Uluc K","ALIBAS_2014"
24082928,"2013","Atypical juvenile neuronal ceroid lipofuscinosis: A report of three cases.","J Pediatr Neurosci","Setty G, Saleem R, Khan A, Hussain N, Hussain N","SETTY_2013"
24266778,"2014","Typical and atypical phenotypes of PNPO deficiency with elevated CSF and plasma pyridoxamine on treatment.","Dev Med Child Neurol","Ware TL, Earl J, Salomons GS, Struys EA, Peters HL, Howell KB, Pitt JJ, Freeman JL, Freeman JL","WARE_2014"
24407472,"2014","Leukoencephalopathy with brain stem and spinal cord involvement and lactate elevation: high outcome variation between two siblings.","Neuropediatrics","Tylki-Szymanska A, Jurkiewicz E, Zakharova EY, Bobek-Billewicz B, Bobek-Billewicz B","TYLKI-SZYMANSKA_2014"
24645144,"2014","Epilepsy due to PNPO mutations: genotype, environment and treatment affect presentation and outcome.","Brain","Mills PB, Camuzeaux SS, Footitt EJ, Mills KA, Gissen P, Fisher L, Das KB, Varadkar SM, Zuberi S, McWilliam R, Stödberg T, Plecko B, Baumgartner MR, Maier O, Calvert S, Riney K, Wolf NI, Livingston JH, Bala P, Morel CF, Feillet F, Raimondi F, Del Giudice E, Chong WK, Pitt M, Clayton PT, Clayton PT","MILLS_2014"
24651605,"2014","Mutations in NGLY1 cause an inherited disorder of the endoplasmic reticulum-associated degradation pathway.","Genet Med","Enns GM, Shashi V, Bainbridge M, Gambello MJ, Zahir FR, Bast T, Crimian R, Schoch K, Platt J, Cox R, Bernstein JA, Scavina M, Walter RS, Bibb A, Jones M, Hegde M, Graham BH, Need AC, Oviedo A, Schaaf CP, Boyle S, Butte AJ, Chen R, Chen R, Clark MJ, Haraksingh R, FORGE Canada Consortium., Cowan TM, He P, Langlois S, Zoghbi HY, Snyder M, Gibbs RA, Freeze HH, Goldstein DB, Goldstein DB","ENNS_2014"
24658933,"2014","Pyridoxine responsiveness in novel mutations of the PNPO gene.","Neurology","Plecko B, Paul K, Mills P, Clayton P, Paschke E, Maier O, Hasselmann O, Schmiedel G, Kanz S, Connolly M, Wolf N, Struys E, Stockler S, Abela L, Hofer D, Hofer D","PLECKO_2014"
25205113,"2015","The novel Cln1(R151X) mouse model of infantile neuronal ceroid lipofuscinosis (INCL) for testing nonsense suppression therapy.","Hum Mol Genet","Miller JN, Kovács AD, Pearce DA, Pearce DA","MILLER_2015"
25256445,"2014","Cirrhosis associated with pyridoxal 5'-phosphate treatment of pyridoxamine 5'-phosphate oxidase deficiency.","JIMD Rep","Sudarsanam A, Singh H, Wilcken B, Stormon M, Arbuckle S, Schmitt B, Clayton P, Earl J, Webster R, Webster R","SUDARSANAM_2014"
2538469,"1989","Translation initiation at non-AUG triplets in mammalian cells.","J Biol Chem","Peabody DS, Peabody DS","PEABODY_1989"
25522177,"2015","Expanding the phenotype of a recurrent de novo variant in PACS1 causing intellectual disability.","Clin Genet","Gadzicki D, Döcker D, Schubach M, Menzel M, Schmorl B, Stellmer F, Biskup S, Bartholdi D, Bartholdi D","GADZICKI_2015"
25574475,"2014","Mice homozygous for c.451C&gt;T mutation in Cln1 gene recapitulate INCL phenotype.","Ann Clin Transl Neurol","Bouchelion A, Zhang Z, Li Y, Qian H, Mukherjee AB, Mukherjee AB","BOUCHELION_2014"
25762494,"2015","Normal Cerebrospinal Fluid Pyridoxal 5'-Phosphate Level in a PNPO-Deficient Patient with Neonatal-Onset Epileptic Encephalopathy.","JIMD Rep","Levtova A, Camuzeaux S, Laberge AM, Allard P, Brunel-Guitton C, Diadori P, Rossignol E, Hyland K, Clayton PT, Mills PB, Mitchell GA, Mitchell GA","LEVTOVA_2015"
25847581,"2015","ELP2 is a novel gene implicated in neurodevelopmental disabilities.","Am J Med Genet A","Cohen JS, Srivastava S, Farwell KD, Lu HM, Zeng W, Lu H, Chao EC, Fatemi A, Fatemi A","COHEN_2015"
25943046,"2015","Improvement of regressive autism symptoms in a child with TMLHE deficiency following carnitine supplementation.","Am J Med Genet A","Ziats MN, Comeaux MS, Yang Y, Scaglia F, Elsea SH, Sun Q, Beaudet AL, Schaaf CP, Schaaf CP","ZIATS_2015"
25972378,"2015","Mutations in the PP2A regulatory subunit B family genes PPP2R5B, PPP2R5C and PPP2R5D cause human overgrowth.","Hum Mol Genet","Loveday C, Tatton-Brown K, Clarke M, Westwood I, Renwick A, Ramsay E, Nemeth A, Campbell J, Joss S, Gardner M, Zachariou A, Elliott A, Ruark E, van Montfort R, Childhood Overgrowth Collaboration., Rahman N, Rahman N","LOVEDAY_2015"
26168268,"2015","B56δ-related protein phosphatase 2A dysfunction identified in patients with intellectual disability.","J Clin Invest","Houge G, Haesen D, Vissers LE, Mehta S, Parker MJ, Wright M, Vogt J, McKee S, Tolmie JL, Cordeiro N, Kleefstra T, Willemsen MH, Reijnders MR, Berland S, Hayman E, Lahat E, Brilstra EH, van Gassen KL, Zonneveld-Huijssoon E, de Bie CI, Hoischen A, Eichler EE, Holdhus R, Steen VM, Døskeland SO, Hurles ME, FitzPatrick DR, Janssens V, Janssens V","HOUGE_2015"
